Date Sold,Number Sold,Total Weight,Average Weight,Dead Weights,P2
05/05/2020,47,5666.843501,120.5711383,90.9106383,11.96
14/05/2020,64,8037.931034,125.5926724,94.696875,13.58
21/05/2020,180,22842.57294,126.903183,95.685,12.22
29/05/2020,220,28339.92042,128.8178201,97.12863636,12.37
26/05/2020,220,27169.76127,123.4989149,93.11818182,11.96
05/06/2020,221,28109.01857,127.1901293,95.90135747,11.96
03/06/2020,220,26809.28382,121.860381,91.88272727,12.25
08/06/2020,509,57153.44828,112.285753,84.66345776,10.95
