,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,"[1, 257]","[2, 514]","[3, 771]","[4, 1028]","[5, 1285]","[6, 1542]","[7, 1800]","[8, 2057]","[9, 2314]","[10, 2571]","[11, 2828]","[12, 3085]","[13, 3342]","[14, 3600]","[15, 3857]","[16, 4114]","[17, 4371]","[18, 4628]","[19, 4885]","[20, 5142]","[21, 5400]","[22, 5657]","[23, 5914]","[24, 6171]","[25, 6428]","[26, 6685]","[27, 6942]","[28, 7200]","[29, 7457]","[30, 7714]","[31, 7971]","[32, 8228]","[33, 8485]","[34, 8742]","[35, 9000]","[36, 9257]","[37, 9514]","[38, 9771]","[39, 10028]","[40, 10285]","[41, 10542]","[42, 10800]","[43, 11057]","[44, 11314]","[45, 11571]","[46, 11828]","[47, 12085]","[48, 12342]","[49, 12600]","[50, 12857]","[51, 13114]","[52, 13371]","[53, 13628]","[54, 13885]","[55, 14142]","[56, 14400]","[57, 14657]","[58, 14914]","[59, 15171]","[60, 15428]","[61, 15685]","[62, 15942]","[63, 16200]","[64, 16457]","[65, 16714]","[66, 16971]","[67, 17228]","[68, 17485]","[69, 17742]","[70, 18000]"
1,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>,<function CalculateWeightGompertz at 0x00000204E4FCA940>
2,0,197890000.0,195063000.0,203544000.0,197890000.0,186582000.0,198000000.0,203643000.0,203632000.0,197967000.0,217756000.0,203610000.0,183810000.0,198000000.0,212135000.0,226270000.0,243344360.34850338,203632000.0,214940000.0,169686000.0,237600000.0,186681000.0,195162000.0,203643000.0,212124000.0,147070000.0,229086000.0,237600000.0,164054000.0,169708000.0,175362000.0,271524000.0,186670000.0,192324000.0,198000000.0,203654000.0,104654000.0,214962000.0,220616000.0,226270000.0,231924000.0,237600000.0,121627000.0,124454000.0,127281000.0,130108000.0,292328590.40764976,271524000.0,277200000.0,282854000.0,288508000.0,147081000.0,149908000.0,152735000.0,155562000.0,158400000.0,161227000.0,164054000.0,166881000.0,169708000.0,172535000.0,175362000.0,385284532.90649986,362054000.0,183854000.0,186681000.0,189508000.0,192335000.0,195162000.0,198000000.0
3,0,17990,17733,18504,17990,16962,18000,18513,18512,17997,19796,18510,16710,18000,19285,20570,21855,18512,19540,15426,21600,16971,17742,18513,19284,13370,20826,21600,14914,15428,15942,24684,16970,17484,18000,18514,9514,19542,20056,20570,21084,21600,11057,11314,11571,11828,24170,24684,25200,25714,26228,13371,13628,13885,14142,14400,14657,14914,15171,15428,15685,15942,32400,32914,16714,16971,17228,17485,17742,18000
4,0,17990,17733,18504,17990,16962,18000,18513,18512,17997,19796,18510,16710,18000,19285,20570,21233,18512,19540,15426,21600,16971,17742,18513,19284,13370,20826,21600,14914,15428,15942,24684,16970,17484,18000,18514,9514,19542,20056,20570,21084,21600,11057,11314,11571,11828,18426,24684,25200,25714,26228,13371,13628,13885,14142,14400,14657,14914,15171,15428,15685,15942,26142,32914,16714,16971,17228,17485,17742,18000
