,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,"[1, 257]","[2, 514]","[3, 771]","[4, 1028]","[5, 1285]","[6, 1542]","[7, 1800]","[8, 2057]","[9, 2314]","[10, 2571]","[11, 2828]","[12, 3085]","[13, 3342]","[14, 3600]","[15, 3857]","[16, 4114]","[17, 4371]","[18, 4628]","[19, 4885]","[20, 5142]","[21, 5400]","[22, 5657]","[23, 5914]","[24, 6171]","[25, 6428]","[26, 6685]","[27, 6942]","[28, 7200]","[29, 7457]","[30, 7714]","[31, 7971]","[32, 8228]","[33, 8485]","[34, 8742]","[35, 9000]","[36, 9257]","[37, 9514]","[38, 9771]","[39, 10028]","[40, 10285]","[41, 10542]","[42, 10800]","[43, 11057]","[44, 11314]","[45, 11571]","[46, 11828]","[47, 12085]","[48, 12342]","[49, 12600]","[50, 12857]","[51, 13114]","[52, 13371]","[53, 13628]","[54, 13885]","[55, 14142]","[56, 14400]","[57, 14657]","[58, 14914]","[59, 15171]","[60, 15428]","[61, 15685]","[62, 15942]","[63, 16200]","[64, 16457]","[65, 16714]","[66, 16971]","[67, 17228]","[68, 17485]","[69, 17742]","[70, 18000]"
1,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>,<function CalculateWeightLogistic at 0x0000014ED24998B0>
2,0,418093958.3562658,419240771.2021292,417751199.48733175,416873970.9276519,408009606.14291126,420167295.1309375,426278401.52393097,425170686.97929084,416501428.65349054,424331210.304553,427934888.822695,421645958.74195015,416452160.7515596,448208686.2647808,431962554.00160205,448102141.17527735,433252057.52208525,391084212.1300235,415723559.90867597,444637073.93367475,389583816.1989232,408802080.32293314,428824546.92158425,449877874.11025447,384198142.4052516,402638037.71176326,416875976.11785865,338805581.7506312,447321368.0762706,452332515.27746844,468838385.22837543,395003885.6638183,410295462.4694265,422783669.25917834,428461311.2665788,322822834.77064157,322443000.0,444092826.3538836,447426004.9853147,465801254.0169289,487828305.26267236,384994916.5541054,398767736.7583044,412025735.1362456,423841254.40022486,434287025.26820874,439566668.0358917,440492481.8096218,438703344.0643366,433821844.24350786,294162000.0,299816000.0,305470000.0,311124000.0,316800000.0,322454000.0,328108000.0,435160391.2549078,440834939.8096893,448328801.062495,519962366.26977444,529815694.5604907,538780218.918907,386313523.10387945,400322560.4253708,413163030.4287718,423460246.3132728,432823526.3818716,445502105.8101135
3,0,35980,36237,35980,35980,35466,36000,37026,37024,35994,36764,37020,36762,36000,38570,37026,39339,37024,34195,35994,37800,33942,35484,37026,38568,33425,34710,36000,29828,38570,39855,41140,33940,34968,36000,37028,28542,29313,40112,41140,42168,43200,33171,33942,34713,35484,36255,37026,37800,38571,39342,26742,27256,27770,28284,28800,29314,29828,42000,42000,42000,47826,48000,48000,33428,33942,34456,34970,35484,36000
4,0,28270,28405,28625,28684,28592,27413,29631,28622,28108,29035,28663,27439,29246,28906,29685,30233,28582,29578,26102,28321,28471,30588,25533,28852,26824,28271,30837,27453,25219,30931,32956,25625,26852,29083,32052,26611,29313,26131,30426,31628,32412,22153,22800,23575,24700,26649,28934,32016,35372,39118,26742,27256,27770,28284,28800,29314,29828,26830,26573,26317,31890,31812,31581,16807,17168,17598,18125,18787,20066
