Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
KPWN2348,27-Jan-20,19-May-20,10,24-Jun-20,14,5,HW
PHWY3562,27-Jan-20,19-May-20,15,24-Jun-20,14,1,HW
PHWY3612,27-Jan-20,19-May-20,15,24-Jun-20,14,1,HW
KPWN4390,27-Jan-20,19-May-20,16,24-Jun-20,14,4,HW
ZNEZ0233,27-Jan-20,19-May-20,16,24-Jun-20,14,7,HW
KPWN1750,27-Jan-20,19-May-20,17,24-Jun-20,14,5,HW
KPWN2226,27-Jan-20,19-May-20,17,24-Jun-20,14,5,HW
PHWY3725,27-Jan-20,19-May-20,17,24-Jun-20,14,1,HW
KPWN2351,27-Jan-20,19-May-20,18,24-Jun-20,14,5,HW
KPWN3752,27-Jan-20,19-May-20,18,24-Jun-20,14,4,HW
PPWQ1635,27-Jan-20,19-May-20,18,24-Jun-20,14,1,HW
ZNEZ2475,27-Jan-20,19-May-20,18,24-Jun-20,14,4,HW
PHWP1795,27-Jan-20,19-May-20,20,24-Jun-20,14,3,HW
ZNEZ4000,27-Jan-20,19-May-20,20,24-Jun-20,14,3,HW
KPWK5827,27-Jan-20,20-May-20,0,24-Jun-20,14,7,HW
KPWN4346,27-Jan-20,20-May-20,7,24-Jun-20,14,4,HW
KPWN4058,27-Jan-20,20-May-20,10,24-Jun-20,14,4,HW
PPWQ1367,27-Jan-20,20-May-20,12,24-Jun-20,14,1,HW
KPWN2352,27-Jan-20,20-May-20,13,24-Jun-20,14,5,HW
KHWHW255,27-Jan-20,20-May-20,14,24-Jun-20,14,7,HW
KPWN4426,27-Jan-20,20-May-20,14,24-Jun-20,14,4,HW
PPWQ1497,28-Jan-20,20-May-20,14,24-Jun-20,13,1,HW
ZNEZ2432,27-Jan-20,20-May-20,14,24-Jun-20,13,4,HW
KPWN6650,27-Jan-20,20-May-20,15,24-Jun-20,14,3,HW
PPWQ1378,27-Jan-20,20-May-20,15,24-Jun-20,14,1,HW
PPWQ1532,27-Jan-20,20-May-20,15,24-Jun-20,13,1,HW
ZNEZ1910,27-Jan-20,20-May-20,15,11-Jun-20,0,4,HW
KPWN4533,27-Jan-20,20-May-20,16,24-Jun-20,14,4,HW
KPWN7264,27-Jan-20,20-May-20,16,24-Jun-20,14,3,HW
PPWQ1591,27-Jan-20,20-May-20,16,24-Jun-20,13,1,HW
ZNEZ2216,27-Jan-20,20-May-20,16,24-Jun-20,13,4,HW
KPWN4124,27-Jan-20,20-May-20,17,24-Jun-20,14,4,HW
KPWK9527,27-Jan-20,20-May-20,18,24-Jun-20,14,6,HW
KPWN4484,27-Jan-20,20-May-20,18,24-Jun-20,14,4,HW
PHWP1777,27-Jan-20,20-May-20,18,24-Jun-20,14,3,HW
PHWP1969,27-Jan-20,20-May-20,18,24-Jun-20,14,3,HW
ZNEZ2165,27-Jan-20,20-May-20,18,24-Jun-20,13,4,HW
KPWK5979,27-Jan-20,20-May-20,19,24-Jun-20,14,7,HW
KPWN1779,27-Jan-20,20-May-20,19,24-Jun-20,14,5,HW
KPWN4319,27-Jan-20,21-May-20,5,24-Jun-20,13,4,HW
KPWN7174,27-Jan-20,21-May-20,7,24-Jun-20,13,3,HW
KPWN7247,27-Jan-20,21-May-20,8,24-Jun-20,13,3,HW
KPWK4909,27-Jan-20,21-May-20,10,24-Jun-20,13,7,HW
PHWY3727,28-Jan-20,21-May-20,10,24-Jun-20,13,1,HW
KPWK5886,28-Jan-20,21-May-20,11,24-Jun-20,13,7,HW
KPWK5953,27-Jan-20,21-May-20,11,24-Jun-20,13,7,HW
PPWQ1278,28-Jan-20,21-May-20,11,24-Jun-20,13,1,HW
