Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
KPOF9818,07-Oct-19,27-Jan-20,9,26-Feb-20,15,4,SB
KPOF5788,07-Oct-19,27-Jan-20,11,26-Feb-20,14,5,SB
KPOF1630,07-Oct-19,27-Jan-20,12,26-Feb-20,14,6,SB
KPOF9642,07-Oct-19,27-Jan-20,12,26-Feb-20,14,4,SB
KPWN8201,07-Oct-19,27-Jan-20,14,26-Feb-20,14,2,SB
KPOG4154,07-Oct-19,27-Jan-20,15,26-Feb-20,14,3,SB
KPOF1729,07-Oct-19,27-Jan-20,16,26-Feb-20,13,6,SB
KPOF1654,07-Oct-19,27-Jan-20,17,26-Feb-20,14,6,SB
KPOF9596,07-Oct-19,27-Jan-20,17,26-Feb-20,15,4,SB
KPOF1620,07-Oct-19,27-Jan-20,18,26-Feb-20,13,6,SB
KPOF9809,07-Oct-19,27-Jan-20,18,26-Feb-20,14,4,SB
KPOF9817,07-Oct-19,27-Jan-20,18,26-Feb-20,13,4,SB
KPOG3983,07-Oct-19,27-Jan-20,19,26-Feb-20,13,3,SB
KPOG3665,07-Oct-19,27-Jan-20,22,26-Feb-20,14,3,SB
KPOG3822,07-Oct-19,27-Jan-20,22,26-Feb-20,14,3,SB
KPOG3818,07-Oct-19,28-Jan-20,3,26-Feb-20,14,3,SB
KWFSB058,07-Oct-19,28-Jan-20,7,26-Feb-20,14,5,SB
PHWP3282,07-Oct-19,28-Jan-20,10,26-Feb-20,15,1,SB
PHWP3177,07-Oct-19,28-Jan-20,12,26-Feb-20,14,1,SB
KPOF5839,07-Oct-19,28-Jan-20,13,26-Feb-20,13,5,SB
KPOF5694,07-Oct-19,28-Jan-20,14,26-Feb-20,14,5,SB
KPOF5638,07-Oct-19,28-Jan-20,15,26-Feb-20,13,5,SB
KPWN8184,07-Oct-19,28-Jan-20,15,26-Feb-20,15,2,SB
PHWP3174,07-Oct-19,28-Jan-20,15,26-Feb-20,13,1,SB
KPOF1518,07-Oct-19,28-Jan-20,16,26-Feb-20,13,6,SB
KPOF1687,07-Oct-19,28-Jan-20,16,26-Feb-20,13,6,SB
PHWP3173,07-Oct-19,28-Jan-20,16,26-Feb-20,12,1,SB
KPWN7802,07-Oct-19,28-Jan-20,17,26-Feb-20,15,2,SB
KPWN7909,07-Oct-19,28-Jan-20,17,26-Feb-20,15,2,SB
KPOF9604,07-Oct-19,28-Jan-20,18,26-Feb-20,14,4,SB
KPOG0302,07-Oct-19,28-Jan-20,18,26-Feb-20,14,4,SB
KPOG3717,07-Oct-19,28-Jan-20,18,26-Feb-20,14,3,SB
KPOG3782,07-Oct-19,28-Jan-20,18,26-Feb-20,14,3,SB
KPOG3800,07-Oct-19,28-Jan-20,18,26-Feb-20,14,3,SB
KPOG3926,07-Oct-19,28-Jan-20,18,26-Feb-20,14,3,SB
KPWN8134,07-Oct-19,28-Jan-20,18,26-Feb-20,14,2,SB
KPWN8195,07-Oct-19,28-Jan-20,18,26-Feb-20,15,2,SB
KPOF9619,07-Oct-19,28-Jan-20,19,26-Feb-20,13,4,SB
KPOG3723,07-Oct-19,28-Jan-20,19,26-Feb-20,14,3,SB
KPOP9487,07-Oct-19,28-Jan-20,19,26-Feb-20,14,7,SB
KPOF1669,07-Oct-19,28-Jan-20,20,26-Feb-20,14,6,SB
KPOG3712,07-Oct-19,28-Jan-20,20,26-Feb-20,15,3,SB
KPOG3942,07-Oct-19,28-Jan-20,20,26-Feb-20,18,3,SB
KPWN8085,07-Oct-19,29-Jan-20,14,26-Feb-20,15,2,SB
KPOF1449,07-Oct-19,29-Jan-20,15,26-Feb-20,13,6,SB
KPOF5833,07-Oct-19,29-Jan-20,15,26-Feb-20,13,5,SB
KPWN7840,07-Oct-19,29-Jan-20,15,26-Feb-20,14,2,SB
KPWN7946,07-Oct-19,29-Jan-20,15,26-Feb-20,14,2,SB
KPWN8070,07-Oct-19,29-Jan-20,15,26-Feb-20,15,2,SB
KWFSB065,07-Oct-19,29-Jan-20,15,26-Feb-20,14,4,SB
KPOF1586,07-Oct-19,29-Jan-20,16,26-Feb-20,14,6,SB
KPOF1679,07-Oct-19,29-Jan-20,16,26-Feb-20,15,6,SB
KPOF5762,07-Oct-19,29-Jan-20,16,26-Feb-20,15,5,SB
KPOG3885,07-Oct-19,29-Jan-20,16,26-Feb-20,14,3,SB
KPOG3892,07-Oct-19,29-Jan-20,16,26-Feb-20,14,3,SB
KPWN8173,07-Oct-19,29-Jan-20,16,26-Feb-20,13,2,SB
PHWP3218,07-Oct-19,29-Jan-20,16,26-Feb-20,11,1,SB
PHWP3259,07-Oct-19,29-Jan-20,16,26-Feb-20,11,1,SB
KPOF5958,08-Oct-19,29-Jan-20,17,26-Feb-20,15,5,SB
KPOG3916,07-Oct-19,29-Jan-20,17,26-Feb-20,14,3,SB
KPWN8141,07-Oct-19,29-Jan-20,17,26-Feb-20,14,2,SB
KSBSB076,07-Oct-19,29-Jan-20,17,26-Feb-20,14,2,SB
PHWP3228,07-Oct-19,29-Jan-20,17,26-Feb-20,13,1,SB
KPOF1647,07-Oct-19,29-Jan-20,18,26-Feb-20,14,6,SB
KPOF5944,07-Oct-19,29-Jan-20,18,26-Feb-20,16,5,SB
KPOG0063,07-Oct-19,29-Jan-20,18,26-Feb-20,18,4,SB
KPOG3890,08-Oct-19,29-Jan-20,18,26-Feb-20,14,3,SB
KPWN7901,07-Oct-19,29-Jan-20,18,26-Feb-20,15,2,SB
KPWN7955,07-Oct-19,29-Jan-20,18,26-Feb-20,15,2,SB
KPWN8091,07-Oct-19,29-Jan-20,18,26-Feb-20,14,2,SB
KPWN8200,07-Oct-19,29-Jan-20,18,26-Feb-20,15,2,SB
KPOG0446,07-Oct-19,29-Jan-20,19,26-Feb-20,15,4,SB
KPOG3917,07-Oct-19,29-Jan-20,19,26-Feb-20,15,3,SB
KPOF9706,07-Oct-19,29-Jan-20,21,26-Feb-20,15,4,SB
KPOF9504,07-Oct-19,29-Jan-20,22,26-Feb-20,14,4,SB
KPOF1622,07-Oct-19,30-Jan-20,7,26-Feb-20,14,6,SB
KPOG3726,07-Oct-19,30-Jan-20,8,26-Feb-20,14,3,SB
KPOF5607,07-Oct-19,30-Jan-20,10,26-Feb-20,14,5,SB
KPWN7862,08-Oct-19,30-Jan-20,10,26-Feb-20,14,2,SB
KPOP9719,07-Oct-19,30-Jan-20,11,26-Feb-20,12,7,SB
KPOP9905,07-Oct-19,30-Jan-20,11,26-Feb-20,15,7,SB
PHWP3187,07-Oct-19,30-Jan-20,11,26-Feb-20,15,1,SB
KPOF9718,07-Oct-19,30-Jan-20,12,26-Feb-20,12,4,SB
KPWN7997,07-Oct-19,30-Jan-20,12,26-Feb-20,14,2,SB
KPOF1643,07-Oct-19,30-Jan-20,13,26-Feb-20,15,6,SB
KPOG0313,07-Oct-19,30-Jan-20,14,26-Feb-20,13,4,SB
KPOG3774,07-Oct-19,30-Jan-20,14,26-Feb-20,14,3,SB
PHWP3196,07-Oct-19,30-Jan-20,14,26-Feb-20,13,1,SB
PHWP2863,07-Oct-19,30-Jan-20,15,26-Feb-20,15,1,SB
KPOF9734,07-Oct-19,30-Jan-20,16,26-Feb-20,14,4,SB
KPOG0152,08-Oct-19,30-Jan-20,16,26-Feb-20,15,4,SB
KPOG3690,07-Oct-19,30-Jan-20,16,26-Feb-20,12,3,SB
KPWN8165,07-Oct-19,30-Jan-20,16,26-Feb-20,15,2,SB
KPOF5765,07-Oct-19,30-Jan-20,17,26-Feb-20,14,5,SB
KPOF9805,07-Oct-19,30-Jan-20,17,26-Feb-20,14,4,SB
KPOF9826,07-Oct-19,30-Jan-20,17,26-Feb-20,15,4,SB
KPOP9642,07-Oct-19,30-Jan-20,17,26-Feb-20,14,7,SB
KPWN7982,08-Oct-19,30-Jan-20,17,26-Feb-20,14,2,SB
KPOF5969,07-Oct-19,30-Jan-20,18,26-Feb-20,14,5,SB
KPOF9816,07-Oct-19,30-Jan-20,18,26-Feb-20,14,4,SB
PHWP2807,07-Oct-19,30-Jan-20,18,26-Feb-20,14,1,SB
KPOF9633,07-Oct-19,30-Jan-20,19,26-Feb-20,14,4,SB
KPOF9686,07-Oct-19,30-Jan-20,19,26-Feb-20,13,4,SB
KPOG3792,07-Oct-19,30-Jan-20,19,26-Feb-20,14,3,SB
KPOG3830,07-Oct-19,30-Jan-20,19,26-Feb-20,14,3,SB
KPWN8053,07-Oct-19,30-Jan-20,19,26-Feb-20,14,2,SB
PHWP3263,07-Oct-19,30-Jan-20,19,26-Feb-20,14,1,SB
KPOF9869,07-Oct-19,30-Jan-20,20,26-Feb-20,13,4,SB
KPOG4127,07-Oct-19,30-Jan-20,20,26-Feb-20,14,3,SB
PHWP2798,07-Oct-19,30-Jan-20,20,26-Feb-20,14,1,SB
PHWP3179,07-Oct-19,30-Jan-20,20,26-Feb-20,13,1,SB
KPOG0196,07-Oct-19,30-Jan-20,21,26-Feb-20,14,4,SB
KPOF9772,07-Oct-19,30-Jan-20,22,26-Feb-20,12,4,SB
KPOG3877,07-Oct-19,30-Jan-20,25,26-Feb-20,13,3,SB
KPOF9665,07-Oct-19,31-Jan-20,10,26-Feb-20,14,4,SB
KPOP9916,07-Oct-19,31-Jan-20,12,26-Feb-20,12,7,SB
KPOF1519,07-Oct-19,31-Jan-20,13,26-Feb-20,14,6,SB
KWFSB067,07-Oct-19,31-Jan-20,13,26-Feb-20,14,4,SB
KPOF9907,07-Oct-19,31-Jan-20,15,26-Feb-20,14,4,SB
KPWN8019,08-Oct-19,31-Jan-20,16,26-Feb-20,15,2,SB
KPWN8119,07-Oct-19,31-Jan-20,16,26-Feb-20,15,2,SB
PHWP3224,07-Oct-19,31-Jan-20,16,26-Feb-20,13,1,SB
PHWP3241,07-Oct-19,31-Jan-20,16,26-Feb-20,15,1,SB
KPWN8010,07-Oct-19,31-Jan-20,18,26-Feb-20,14,2,SB
PHWP3229,07-Oct-19,31-Jan-20,18,26-Feb-20,12,1,SB
PHWP3201,07-Oct-19,31-Jan-20,19,26-Feb-20,12,1,SB
KPOG3891,07-Oct-19,31-Jan-20,20,26-Feb-20,15,3,SB
KPOG3914,07-Oct-19,31-Jan-20,20,26-Feb-20,16,3,SB
KPOF9584,07-Oct-19,31-Jan-20,21,26-Feb-20,14,4,SB
PHWP3243,07-Oct-19,01-Feb-20,2,26-Feb-20,14,1,SB
PHWP3165,07-Oct-19,01-Feb-20,7,26-Feb-20,15,1,SB
PHWP2964,07-Oct-19,01-Feb-20,10,26-Feb-20,14,1,SB
PHWP3126,07-Oct-19,01-Feb-20,14,26-Feb-20,14,1,SB
PHWP3136,07-Oct-19,01-Feb-20,14,26-Feb-20,14,1,SB
PHWP2792,07-Oct-19,01-Feb-20,15,26-Feb-20,13,1,SB
PHWP3265,07-Oct-19,01-Feb-20,18,26-Feb-20,14,1,SB
PHWP3283,07-Oct-19,01-Feb-20,18,26-Feb-20,13,1,SB
