Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
KPOG4453,21-Oct-19,10-Feb-20,8,11-Mar-20,14,3,EB
KPOF6111,21-Oct-19,10-Feb-20,11,11-Mar-20,14,5,EB
KPWN8026,21-Oct-19,10-Feb-20,11,11-Mar-20,14,2,EB
KPOG0274,21-Oct-19,10-Feb-20,12,11-Mar-20,14,4,EB
KPOB4615,21-Oct-19,10-Feb-20,14,11-Mar-20,14,7,EB
KPOF6097,21-Oct-19,10-Feb-20,14,11-Mar-20,14,5,EB
KPOF6146,21-Oct-19,10-Feb-20,14,11-Mar-20,14,5,EB
KPOF6183,21-Oct-19,10-Feb-20,14,11-Mar-20,14,5,EB
KPOG4180,21-Oct-19,10-Feb-20,14,11-Mar-20,14,3,EB
KPOG3975,21-Oct-19,10-Feb-20,15,11-Mar-20,14,3,EB
KPOG4066,21-Oct-19,10-Feb-20,15,11-Mar-20,14,3,EB
KPOG7785,21-Oct-19,10-Feb-20,15,11-Mar-20,14,2,EB
KPOF1876,21-Oct-19,10-Feb-20,16,11-Mar-20,14,6,EB
KPOG0190,21-Oct-19,10-Feb-20,16,11-Mar-20,14,4,EB
KPWN8073,21-Oct-19,10-Feb-20,16,11-Mar-20,14,2,EB
KEBEB101,21-Oct-19,10-Feb-20,17,11-Mar-20,14,5,EB
KPOG4191,21-Oct-19,10-Feb-20,17,11-Mar-20,14,3,EB
KPOG4246,21-Oct-19,10-Feb-20,17,11-Mar-20,14,3,EB
KPOG0339,21-Oct-19,10-Feb-20,18,11-Mar-20,14,4,EB
KPOG0536,21-Oct-19,10-Feb-20,18,11-Mar-20,14,4,EB
KPOG4182,21-Oct-19,10-Feb-20,18,11-Mar-20,14,3,EB
KPOG4604,21-Oct-19,10-Feb-20,18,11-Mar-20,14,3,EB
KPOG4654,21-Oct-19,10-Feb-20,18,11-Mar-20,14,3,EB
KPOG7399,21-Oct-19,10-Feb-20,18,11-Mar-20,14,2,EB
KPOG0165,21-Oct-19,10-Feb-20,19,11-Mar-20,14,4,EB
KPOG3936,21-Oct-19,10-Feb-20,19,11-Mar-20,14,3,EB
KPOG4343,21-Oct-19,10-Feb-20,19,11-Mar-20,14,3,EB
KPWN8084,21-Oct-19,10-Feb-20,19,11-Mar-20,14,2,EB
KPOG3816,21-Oct-19,10-Feb-20,20,11-Mar-20,14,3,EB
KPOG4190,21-Oct-19,10-Feb-20,20,11-Mar-20,14,3,EB
KPOG4258,21-Oct-19,10-Feb-20,20,11-Mar-20,14,3,EB
KPOG4454,21-Oct-19,10-Feb-20,20,11-Mar-20,14,3,EB
KPOG4507,21-Oct-19,10-Feb-20,20,11-Mar-20,14,3,EB
KPWN8152,21-Oct-19,10-Feb-20,21,11-Mar-20,14,2,EB
KPOG4559,21-Oct-19,10-Feb-20,24,11-Mar-20,14,3,EB
KPOG4733,21-Oct-19,11-Feb-20,8,11-Mar-20,14,3,EB
KPWN8017,21-Oct-19,11-Feb-20,8,11-Mar-20,14,2,EB
KPOF1670,21-Oct-19,11-Feb-20,9,11-Mar-20,14,6,EB
KPOG7733,21-Oct-19,11-Feb-20,10,11-Mar-20,14,2,EB
KPWN8041,21-Oct-19,11-Feb-20,11,11-Mar-20,14,2,EB
KPWN8317,21-Oct-19,11-Feb-20,12,11-Mar-20,14,2,EB
KPOG0595,21-Oct-19,11-Feb-20,13,11-Mar-20,14,4,EB
KPWN8183,21-Oct-19,11-Feb-20,13,11-Mar-20,14,2,EB
KEBEB095,21-Oct-19,11-Feb-20,14,11-Mar-20,14,6,EB
KPOF5963,21-Oct-19,11-Feb-20,14,11-Mar-20,14,5,EB
KPOG4431,21-Oct-19,11-Feb-20,14,11-Mar-20,14,3,EB
PHWP3381,21-Oct-19,11-Feb-20,14,11-Mar-20,14,1,EB
KPOG7928,21-Oct-19,11-Feb-20,15,11-Mar-20,14,2,EB
KPWN8051,21-Oct-19,11-Feb-20,15,11-Mar-20,14,2,EB
PHWP3380,21-Oct-19,11-Feb-20,15,11-Mar-20,14,1,EB
PHWP3387,21-Oct-19,11-Feb-20,15,11-Mar-20,14,1,EB
KPOF6217,21-Oct-19,11-Feb-20,16,11-Mar-20,14,5,EB
KPOF6283,21-Oct-19,11-Feb-20,16,11-Mar-20,14,5,EB
KPOF6632,21-Oct-19,11-Feb-20,16,11-Mar-20,14,5,EB
KPOG0073,21-Oct-19,11-Feb-20,16,11-Mar-20,14,4,EB
KPOG0641,21-Oct-19,11-Feb-20,16,11-Mar-20,14,4,EB
KPOG4236,21-Oct-19,11-Feb-20,16,11-Mar-20,14,3,EB
KPOG7586,21-Oct-19,11-Feb-20,16,11-Mar-20,14,2,EB
KPWN8039,21-Oct-19,11-Feb-20,16,11-Mar-20,14,2,EB
KPWN8094,21-Oct-19,11-Feb-20,16,11-Mar-20,14,2,EB
KPOF5933,21-Oct-19,11-Feb-20,17,11-Mar-20,14,5,EB
KPOG0282,21-Oct-19,11-Feb-20,17,11-Mar-20,14,4,EB
KPOG0576,21-Oct-19,11-Feb-20,17,11-Mar-20,14,4,EB
KPOG3966,21-Oct-19,11-Feb-20,17,11-Mar-20,14,3,EB
KPOG4353,21-Oct-19,11-Feb-20,17,11-Mar-20,14,3,EB
KPOG4462,21-Oct-19,11-Feb-20,17,11-Mar-20,14,3,EB
KPWN8097,21-Oct-19,11-Feb-20,17,11-Mar-20,14,2,EB
KPWN8148,21-Oct-19,11-Feb-20,17,11-Mar-20,14,2,EB
KPOF6010,21-Oct-19,11-Feb-20,18,11-Mar-20,14,5,EB
KPOF6163,21-Oct-19,11-Feb-20,18,11-Mar-20,14,5,EB
KPOF6204,21-Oct-19,11-Feb-20,18,11-Mar-20,14,5,EB
KPOG0572,21-Oct-19,11-Feb-20,18,11-Mar-20,14,4,EB
KPOG4418,21-Oct-19,11-Feb-20,18,11-Mar-20,14,3,EB
KPOG4534,21-Oct-19,11-Feb-20,18,11-Mar-20,14,3,EB
KPWN8082,21-Oct-19,11-Feb-20,18,11-Mar-20,14,2,EB
KPWN8168,21-Oct-19,11-Feb-20,18,11-Mar-20,14,2,EB
KPOG3956,21-Oct-19,11-Feb-20,19,11-Mar-20,14,3,EB
KPOG4366,21-Oct-19,11-Feb-20,19,11-Mar-20,14,3,EB
KPWN8101,21-Oct-19,11-Feb-20,19,11-Mar-20,14,2,EB
