Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
PHWP3331,21-Oct-19,11-Feb-20,19,11-Mar-20,14,1,EB
KPOF1988,21-Oct-19,11-Feb-20,20,11-Mar-20,14,6,EB
KPOG0651,21-Oct-19,11-Feb-20,20,11-Mar-20,14,4,EB
KPOG3958,21-Oct-19,11-Feb-20,20,11-Mar-20,14,3,EB
KPOG4408,21-Oct-19,11-Feb-20,20,11-Mar-20,14,3,EB
KPOF2018,21-Oct-19,11-Feb-20,21,11-Mar-20,14,6,EB
KPOF2135,21-Oct-19,11-Feb-20,21,11-Mar-20,14,6,EB
KPOF6318,21-Oct-19,11-Feb-20,21,11-Mar-20,14,5,EB
KPOG0180,21-Oct-19,11-Feb-20,21,11-Mar-20,14,4,EB
KPOG3910,21-Oct-19,11-Feb-20,21,11-Mar-20,14,3,EB
KPOG4402,21-Oct-19,11-Feb-20,22,11-Mar-20,14,3,EB
PHWP3642,21-Oct-19,11-Feb-20,23,11-Mar-20,14,1,EB
KPOG4201,22-Oct-19,12-Feb-20,3,11-Mar-20,14,3,EB
PHWP3336,21-Oct-19,12-Feb-20,8,11-Mar-20,14,1,EB
KPOF2028,21-Oct-19,12-Feb-20,9,11-Mar-20,14,6,EB
PHWP3345,21-Oct-19,12-Feb-20,10,11-Mar-20,14,1,EB
KPWN8023,21-Oct-19,12-Feb-20,11,11-Mar-20,14,2,EB
KPOF6082,21-Oct-19,12-Feb-20,13,11-Mar-20,14,5,EB
KPOF6116,21-Oct-19,12-Feb-20,13,11-Mar-20,14,5,EB
KPOF6192,21-Oct-19,12-Feb-20,13,11-Mar-20,14,5,EB
KPOG7757,21-Oct-19,12-Feb-20,13,11-Mar-20,14,2,EB
KPWN8387,21-Oct-19,12-Feb-20,13,11-Mar-20,14,2,EB
KPOG0545,21-Oct-19,12-Feb-20,14,11-Mar-20,14,4,EB
KPOG7566,21-Oct-19,12-Feb-20,14,11-Mar-20,14,2,EB
KPWN8111,22-Oct-19,12-Feb-20,14,11-Mar-20,14,2,EB
KPOF5999,21-Oct-19,12-Feb-20,15,11-Mar-20,14,5,EB
KPOG0405,21-Oct-19,12-Feb-20,15,11-Mar-20,14,4,EB
KPOG4371,21-Oct-19,12-Feb-20,15,11-Mar-20,14,3,EB
KPOF6216,21-Oct-19,12-Feb-20,16,11-Mar-20,14,5,EB
KPOF6620,21-Oct-19,12-Feb-20,16,11-Mar-20,14,5,EB
KPOG4321,21-Oct-19,12-Feb-20,16,11-Mar-20,14,3,EB
KPOG4350,21-Oct-19,12-Feb-20,16,11-Mar-20,14,3,EB
KPOG4169,21-Oct-19,12-Feb-20,17,11-Mar-20,14,3,EB
KPOG0233,21-Oct-19,12-Feb-20,18,11-Mar-20,14,4,EB
KPOG4354,21-Oct-19,12-Feb-20,18,11-Mar-20,14,3,EB
KPOG7540,21-Oct-19,12-Feb-20,18,11-Mar-20,14,2,EB
KPOG3594,21-Oct-19,12-Feb-20,19,11-Mar-20,14,3,EB
KPOG4265,21-Oct-19,12-Feb-20,19,11-Mar-20,14,3,EB
KPOG4480,21-Oct-19,12-Feb-20,19,11-Mar-20,14,3,EB
KPWN8072,21-Oct-19,12-Feb-20,19,11-Mar-20,14,2,EB
KPOG0521,21-Oct-19,12-Feb-20,20,11-Mar-20,14,4,EB
KPOF6279,21-Oct-19,12-Feb-20,21,11-Mar-20,14,5,EB
KPOF6656,21-Oct-19,12-Feb-20,22,11-Mar-20,14,5,EB
KPWN8065,21-Oct-19,12-Feb-20,22,11-Mar-20,14,2,EB
PHWP3119,21-Oct-19,13-Feb-20,8,11-Mar-20,14,1,EB
KEBEB102,21-Oct-19,13-Feb-20,11,11-Mar-20,14,5,EB
KPOF1884,21-Oct-19,13-Feb-20,11,11-Mar-20,14,6,EB
KPOG6127,21-Oct-19,13-Feb-20,11,11-Mar-20,14,2,EB
PHWP3374,21-Oct-19,13-Feb-20,11,11-Mar-20,14,1,EB
KPOG0501,21-Oct-19,13-Feb-20,13,11-Mar-20,14,4,EB
KPOG4504,22-Oct-19,13-Feb-20,13,11-Mar-20,14,3,EB
KPWN8098,21-Oct-19,13-Feb-20,13,11-Mar-20,14,2,EB
PHWP3326,21-Oct-19,13-Feb-20,14,11-Mar-20,14,1,EB
KPOF6073,21-Oct-19,13-Feb-20,15,11-Mar-20,14,5,EB
PHWP2992,21-Oct-19,13-Feb-20,15,11-Mar-20,14,1,EB
PHWP3544,21-Oct-19,13-Feb-20,15,11-Mar-20,14,1,EB
PHWP3128,21-Oct-19,13-Feb-20,16,11-Mar-20,14,1,EB
KPWN8075,21-Oct-19,13-Feb-20,17,11-Mar-20,14,2,EB
PHWP3001,21-Oct-19,13-Feb-20,17,11-Mar-20,14,1,EB
PHWP3150,21-Oct-19,13-Feb-20,17,11-Mar-20,14,1,EB
PHWP2757,21-Oct-19,13-Feb-20,18,11-Mar-20,14,1,EB
KPOG0741,21-Oct-19,14-Feb-20,10,11-Mar-20,13,4,EB
KPWN8095,23-Oct-19,14-Feb-20,13,11-Mar-20,13,2,EB
KPWN8206,22-Oct-19,14-Feb-20,14,11-Mar-20,13,2,EB
PHWP3373,21-Oct-19,14-Feb-20,14,11-Mar-20,13,1,EB
KPOF1784,21-Oct-19,14-Feb-20,16,11-Mar-20,14,6,EB
KPOG0511,21-Oct-19,14-Feb-20,16,11-Mar-20,14,4,EB
PHWP3090,23-Oct-19,14-Feb-20,16,11-Mar-20,13,1,EB
PHWP3316,21-Oct-19,14-Feb-20,17,11-Mar-20,13,1,EB
KPOF4817,23-Oct-19,14-Feb-20,23,11-Mar-20,14,5,EB
KPWN8263,23-Oct-19,15-Feb-20,6,11-Mar-20,13,2,EB
KPOG7751,23-Oct-19,15-Feb-20,10,11-Mar-20,13,2,EB
PHWP3325,21-Oct-19,15-Feb-20,17,11-Mar-20,13,1,EB
KPOG0126,23-Oct-19,16-Feb-20,4,11-Mar-20,13,4,EB
KPWN8353,25-Oct-19,16-Feb-20,10,11-Mar-20,13,2,EB
KPWN8014,25-Oct-19,16-Feb-20,12,11-Mar-20,13,2,EB
KPWN8109,24-Oct-19,16-Feb-20,12,11-Mar-20,13,2,EB
KPWN8151,24-Oct-19,16-Feb-20,12,11-Mar-20,13,2,EB
KPWN8052,23-Oct-19,16-Feb-20,13,11-Mar-20,13,2,EB
KPWN8197,24-Oct-19,16-Feb-20,15,11-Mar-20,13,2,EB
PEBEB125,23-Oct-19,16-Feb-20,17,11-Mar-20,13,1,EB
KPWN8296,24-Oct-19,16-Feb-20,18,11-Mar-20,13,2,EB
KPWN8036,24-Oct-19,16-Feb-20,19,11-Mar-20,13,2,EB
KPWN8056,25-Oct-19,16-Feb-20,19,11-Mar-20,13,2,EB
PHWP3304,21-Oct-19,18-Feb-20,3,11-Mar-20,13,1,EB
