Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
KPWN4101,02-Dec-19,23-Mar-20,15,29-Apr-20,14,4,HW
APWA9056,02-Dec-19,23-Mar-20,17,29-Apr-20,14,8,HW
KPWN6233,02-Dec-19,24-Mar-20,10,29-Apr-20,14,3,HW
KPWN3563,02-Dec-19,24-Mar-20,13,29-Apr-20,14,4,HW
KPWN6351,02-Dec-19,24-Mar-20,13,01-Apr-20,0,3,HW
KPWN6470,02-Dec-19,24-Mar-20,15,29-Apr-20,14,3,HW
KPWN6221,02-Dec-19,24-Mar-20,16,29-Apr-20,14,3,HW
KPWN6338,02-Dec-19,24-Mar-20,16,29-Apr-20,14,3,HW
KPWN3998,02-Dec-19,24-Mar-20,17,29-Apr-20,14,4,HW
KPWN6340,02-Dec-19,24-Mar-20,17,29-Apr-20,14,3,HW
PHWP1827,02-Dec-19,24-Mar-20,17,24-Mar-20,0,3,HW
ZNEZ1915,02-Dec-19,24-Mar-20,17,29-Apr-20,14,4,HW
KPWN6278,02-Dec-19,24-Mar-20,18,29-Apr-20,14,3,HW
KPWN5511,02-Dec-19,24-Mar-20,23,29-Apr-20,14,3,HW
KPWN6520,02-Dec-19,25-Mar-20,7,29-Apr-20,14,3,HW
KPWN6542,02-Dec-19,25-Mar-20,10,29-Apr-20,14,3,HW
KPWK4775,02-Dec-19,25-Mar-20,12,29-Apr-20,14,7,HW
ZNEZ3309,02-Dec-19,25-Mar-20,12,29-Apr-20,14,3,HW
KPWK4653,02-Dec-19,25-Mar-20,14,29-Apr-20,14,7,HW
KPWK8226,02-Dec-19,25-Mar-20,14,29-Apr-20,14,6,HW
KPWK8359,02-Dec-19,25-Mar-20,15,29-Apr-20,14,6,HW
KPWN1104,02-Dec-19,25-Mar-20,15,29-Apr-20,14,5,HW
ZNEZ1697,02-Dec-19,25-Mar-20,15,29-Apr-20,14,4,HW
ZNEZ1988,02-Dec-19,25-Mar-20,15,29-Apr-20,14,4,HW
APWA9372,02-Dec-19,25-Mar-20,16,29-Apr-20,14,8,HW
KPWK1380,02-Dec-19,25-Mar-20,16,29-Apr-20,14,8,HW
PHWP2228,02-Dec-19,25-Mar-20,16,29-Apr-20,14,2,HW
KHWHW314,02-Dec-19,25-Mar-20,17,29-Apr-20,14,4,HW
KPWK4577,02-Dec-19,25-Mar-20,17,29-Apr-20,14,7,HW
KPWN1253,02-Dec-19,25-Mar-20,17,29-Apr-20,14,5,HW
KPWN3694,02-Dec-19,25-Mar-20,17,29-Apr-20,14,4,HW
KPWN6020,02-Dec-19,25-Mar-20,17,29-Apr-20,14,3,HW
KPWN7609,02-Dec-19,25-Mar-20,17,29-Apr-20,14,2,HW
KPWK7566,02-Dec-19,25-Mar-20,18,29-Apr-20,14,6,HW
KPWK1417,02-Dec-19,25-Mar-20,19,29-Apr-20,14,8,HW
KPWK7906,02-Dec-19,25-Mar-20,19,29-Apr-20,14,6,HW
KPWN3809,02-Dec-19,25-Mar-20,19,29-Apr-20,14,3,HW
KPWN1284,02-Dec-19,25-Mar-20,20,29-Apr-20,14,5,HW
KPWN1383,02-Dec-19,25-Mar-20,20,29-Apr-20,14,5,HW
KPWN1498,02-Dec-19,25-Mar-20,20,29-Apr-20,14,5,HW
KPWN6466,02-Dec-19,25-Mar-20,20,29-Apr-20,14,3,HW
KPWK8237,02-Dec-19,25-Mar-20,21,29-Apr-20,14,6,HW
KPWK8416,02-Dec-19,25-Mar-20,22,29-Apr-20,14,6,HW
KHWHW201,02-Dec-19,26-Mar-20,9,29-Apr-20,14,8,HW
KPWN1310,02-Dec-19,26-Mar-20,9,29-Apr-20,14,5,HW
KPWN3778,02-Dec-19,26-Mar-20,9,29-Apr-20,14,4,HW
KPWK4393,02-Dec-19,26-Mar-20,10,29-Apr-20,14,7,HW
KPWN0751,02-Dec-19,26-Mar-20,10,29-Apr-20,14,5,HW
KPWK6894,02-Dec-19,26-Mar-20,12,29-Apr-20,14,6,HW
KPWN7299,02-Dec-19,26-Mar-20,12,29-Apr-20,14,2,HW
KPWK8204,02-Dec-19,26-Mar-20,13,29-Apr-20,14,6,HW
PHWP3759,03-Dec-19,26-Mar-20,13,29-Apr-20,14,1,HW
PHWP1941,02-Dec-19,26-Mar-20,14,29-Apr-20,14,3,HW
PHWP2247,02-Dec-19,26-Mar-20,14,29-Apr-20,14,2,HW
PHWP3947,03-Dec-19,26-Mar-20,14,29-Apr-20,14,1,HW
KPWK4461,02-Dec-19,26-Mar-20,15,29-Apr-20,14,7,HW
KPWN1057,02-Dec-19,26-Mar-20,15,29-Apr-20,14,5,HW
KPWN1269,02-Dec-19,26-Mar-20,15,29-Apr-20,14,5,HW
