Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
PHWP2274,02-Dec-19,26-Mar-20,15,29-Apr-20,14,2,HW
KPWK3590,02-Dec-19,26-Mar-20,16,29-Apr-20,14,7,HW
KPWN0985,02-Dec-19,26-Mar-20,16,29-Apr-20,14,5,HW
KPWN3345,02-Dec-19,26-Mar-20,16,29-Apr-20,14,4,HW
KPWN6453,02-Dec-19,26-Mar-20,16,29-Apr-20,14,3,HW
KPWN6541,03-Dec-19,26-Mar-20,16,29-Apr-20,14,3,HW
PHWP2912,03-Dec-19,26-Mar-20,16,29-Apr-20,14,1,HW
ZNEZ3602,02-Dec-19,26-Mar-20,16,29-Apr-20,14,3,HW
ZNEZ3670,03-Dec-19,26-Mar-20,16,29-Apr-20,14,3,HW
KPWK7738,02-Dec-19,26-Mar-20,17,29-Apr-20,14,6,HW
KPWN3973,02-Dec-19,26-Mar-20,17,29-Apr-20,14,4,HW
KPWN8121,02-Dec-19,26-Mar-20,17,29-Apr-20,14,2,HW
KPWK4786,02-Dec-19,26-Mar-20,18,29-Apr-20,14,7,HW
KPWN6131,02-Dec-19,26-Mar-20,18,29-Apr-20,14,3,HW
KPWK4736,02-Dec-19,26-Mar-20,19,29-Apr-20,14,7,HW
KPWN6139,02-Dec-19,26-Mar-20,19,29-Apr-20,14,3,HW
KPWN6510,02-Dec-19,26-Mar-20,19,29-Apr-20,14,3,HW
PHWP1932,02-Dec-19,26-Mar-20,19,29-Apr-20,14,3,HW
ZNEZ3687,02-Dec-19,26-Mar-20,19,29-Apr-20,14,3,HW
KPWK4332,02-Dec-19,26-Mar-20,20,29-Apr-20,14,7,HW
KPWN3546,02-Dec-19,26-Mar-20,21,29-Apr-20,14,4,HW
KHWKW348,02-Dec-19,26-Mar-20,22,29-Apr-20,14,2,HW
KPWN1088,02-Dec-19,26-Mar-20,22,29-Apr-20,14,5,HW
KPWN8248,02-Dec-19,27-Mar-20,5,29-Apr-20,14,2,HW
PHWP2973,03-Dec-19,27-Mar-20,7,29-Apr-20,14,1,HW
ZNEZ3777,02-Dec-19,27-Mar-20,7,29-Apr-20,13,3,HW
KPWK4569,02-Dec-19,27-Mar-20,9,29-Apr-20,14,7,HW
KPWK4801,02-Dec-19,27-Mar-20,9,29-Apr-20,14,7,HW
PHWP3589,03-Dec-19,27-Mar-20,9,29-Apr-20,14,1,HW
KPWK8191,02-Dec-19,27-Mar-20,10,29-Apr-20,14,6,HW
KPWN6061,02-Dec-19,27-Mar-20,11,29-Apr-20,14,3,HW
KPWN8300,02-Dec-19,27-Mar-20,11,29-Apr-20,14,2,HW
KPWN8386,02-Dec-19,27-Mar-20,11,29-Apr-20,14,2,HW
APWA9268,02-Dec-19,27-Mar-20,12,29-Apr-20,14,8,HW
KPWN0991,02-Dec-19,27-Mar-20,12,29-Apr-20,14,5,HW
KPWN8253,02-Dec-19,27-Mar-20,12,29-Apr-20,14,2,HW
PHWP1964,02-Dec-19,27-Mar-20,12,29-Apr-20,14,3,HW
PHWP2293,03-Dec-19,27-Mar-20,12,29-Apr-20,14,2,HW
PHWY3243,03-Dec-19,27-Mar-20,12,29-Apr-20,13,1,HW
PPWQ0502,04-Dec-19,27-Mar-20,12,29-Apr-20,13,1,HW
PPWQ0904,02-Dec-19,27-Mar-20,12,29-Apr-20,13,1,HW
APWA9333,02-Dec-19,27-Mar-20,13,29-Apr-20,14,8,HW
KPWK7303,02-Dec-19,27-Mar-20,13,29-Apr-20,14,6,HW
PPWQ0802,04-Dec-19,27-Mar-20,13,29-Apr-20,13,1,HW
PPWQ0833,02-Dec-19,27-Mar-20,13,29-Apr-20,13,1,HW
PPWQ0940,03-Dec-19,27-Mar-20,13,29-Apr-20,13,1,HW
KPWK4216,02-Dec-19,27-Mar-20,14,29-Apr-20,14,7,HW
KPWK1384,03-Dec-19,27-Mar-20,15,29-Apr-20,14,8,HW
PHWP2175,02-Dec-19,27-Mar-20,15,29-Apr-20,14,2,HW
PHWP3795,02-Dec-19,27-Mar-20,15,29-Apr-20,14,1,HW
KHWHW299,02-Dec-19,27-Mar-20,16,29-Apr-20,14,5,HW
KPWK4579,02-Dec-19,27-Mar-20,16,29-Apr-20,14,7,HW
PHWP3919,02-Dec-19,27-Mar-20,16,29-Apr-20,13,1,HW
KPWK4574,02-Dec-19,27-Mar-20,17,29-Apr-20,14,7,HW
KPWN3677,02-Dec-19,27-Mar-20,17,29-Apr-20,14,4,HW
KPWN8228,03-Dec-19,27-Mar-20,17,29-Apr-20,14,2,HW
PHWP2165,02-Dec-19,27-Mar-20,17,29-Apr-20,14,2,HW
APWA9243,02-Dec-19,27-Mar-20,18,29-Apr-20,14,8,HW
PHWP1913,02-Dec-19,27-Mar-20,18,29-Apr-20,14,3,HW
PHWP2143,02-Dec-19,27-Mar-20,18,29-Apr-20,14,2,HW
KPWN1122,02-Dec-19,27-Mar-20,19,29-Apr-20,14,5,HW
KPWN1125,02-Dec-19,27-Mar-20,19,29-Apr-20,14,5,HW
PHWP3941,03-Dec-19,27-Mar-20,19,29-Apr-20,13,1,HW
PHWP2927,04-Dec-19,28-Mar-20,4,29-Apr-20,13,1,HW
PHWP3514,03-Dec-19,28-Mar-20,6,29-Apr-20,13,1,HW
KPWK4566,02-Dec-19,28-Mar-20,10,29-Apr-20,13,7,HW
KPWK4380,03-Dec-19,28-Mar-20,13,29-Apr-20,13,7,HW
KPWK8061,02-Dec-19,28-Mar-20,14,29-Apr-20,13,6,HW
PHWP2995,03-Dec-19,28-Mar-20,14,29-Apr-20,13,1,HW
PPWQ0832,03-Dec-19,28-Mar-20,14,29-Apr-20,13,1,HW
KPWN6767,04-Dec-19,28-Mar-20,15,29-Apr-20,13,3,HW
PHWP2726,04-Dec-19,28-Mar-20,15,29-Apr-20,13,1,HW
PHWP3710,05-Dec-19,28-Mar-20,15,29-Apr-20,13,1,HW
PHWP3980,04-Dec-19,28-Mar-20,15,29-Apr-20,13,1,HW
KPWN8289,04-Dec-19,28-Mar-20,16,29-Apr-20,13,2,HW
PHWP3145,04-Dec-19,28-Mar-20,16,29-Apr-20,13,1,HW
PPWQ0873,04-Dec-19,29-Mar-20,15,29-Apr-20,13,1,HW
PHWY3244,04-Dec-19,29-Mar-20,17,29-Apr-20,13,1,HW
PHWY3245,04-Dec-19,29-Mar-20,18,29-Apr-20,13,1,HW
PHWP3391,06-Dec-19,29-Mar-20,20,29-Apr-20,13,1,HW
PHWP3213,04-Dec-19,30-Mar-20,12,29-Apr-20,13,1,HW
PHWP3588,06-Dec-19,30-Mar-20,16,29-Apr-20,13,1,HW
PHWP3155,05-Dec-19,30-Mar-20,17,29-Apr-20,13,1,HW
PHWP3711,04-Dec-19,31-Mar-20,20,29-Apr-20,13,1,HW
