Sow,Date Served,Date Farrowed,Numbers Born Alive,Weaning Date,Numbers Weaned,Sow Parity,Farm
KPOG5971,12-Aug-19,04-Dec-19,16,01-Jan-20,16,2,EB
KPOG6445,12-Aug-19,04-Dec-19,16,01-Jan-20,16,2,EB
KPOG6461,12-Aug-19,04-Dec-19,16,01-Jan-20,16,2,EB
KPOG6576,12-Aug-19,04-Dec-19,16,01-Jan-20,16,2,EB
KPOF7944,12-Aug-19,04-Dec-19,18,01-Jan-20,16,4,EB
KPOG2230,12-Aug-19,04-Dec-19,18,01-Jan-20,16,3,EB
KPOG6290,12-Aug-19,04-Dec-19,18,01-Jan-20,16,2,EB
KPOG6442,12-Aug-19,04-Dec-19,18,01-Jan-20,16,2,EB
KPOG6390,12-Aug-19,04-Dec-19,19,01-Jan-20,16,2,EB
KPOG6464,12-Aug-19,04-Dec-19,19,01-Jan-20,16,2,EB
KPOF8353,12-Aug-19,04-Dec-19,20,01-Jan-20,16,4,EB
KPOG6415,12-Aug-19,04-Dec-19,23,01-Jan-20,16,2,EB
KPOG6218,12-Aug-19,05-Dec-19,7,01-Jan-20,17,2,EB
KPOG6354,12-Aug-19,05-Dec-19,7,01-Jan-20,17,2,EB
KPOF8541,12-Aug-19,05-Dec-19,10,01-Jan-20,17,4,EB
KPOF8446,12-Aug-19,05-Dec-19,11,01-Jan-20,17,4,EB
KPOF8472,12-Aug-19,05-Dec-19,12,01-Jan-20,17,4,EB
KPOG6412,12-Aug-19,05-Dec-19,12,01-Jan-20,17,2,EB
KPOG6550,12-Aug-19,05-Dec-19,12,01-Jan-20,17,2,EB
KPOG6582,12-Aug-19,05-Dec-19,12,01-Jan-20,17,2,EB
KPOG2526,12-Aug-19,05-Dec-19,13,01-Jan-20,17,3,EB
KPOG6405,12-Aug-19,05-Dec-19,13,01-Jan-20,17,2,EB
KPOG2316,12-Aug-19,05-Dec-19,14,01-Jan-20,17,3,EB
KPOG6271,12-Aug-19,05-Dec-19,14,01-Jan-20,17,2,EB
KPOF3842,12-Aug-19,05-Dec-19,15,01-Jan-20,17,5,EB
KPOF8363,12-Aug-19,05-Dec-19,15,01-Jan-20,17,4,EB
KPOG2122,12-Aug-19,05-Dec-19,15,01-Jan-20,17,3,EB
KPOG5993,14-Aug-19,05-Dec-19,15,01-Jan-20,17,2,EB
KPOF3688,12-Aug-19,05-Dec-19,16,01-Jan-20,17,5,EB
KPOF8318,12-Aug-19,05-Dec-19,16,01-Jan-20,17,4,EB
KPOF8483,12-Aug-19,05-Dec-19,16,01-Jan-20,17,4,EB
KPOG2021,12-Aug-19,05-Dec-19,16,01-Jan-20,17,3,EB
KPOG6518,13-Aug-19,05-Dec-19,16,01-Jan-20,17,2,EB
KPOG6660,12-Aug-19,05-Dec-19,16,01-Jan-20,17,2,EB
KPOG2383,13-Aug-19,05-Dec-19,17,01-Jan-20,17,3,EB
KPOG2381,12-Aug-19,05-Dec-19,18,01-Jan-20,17,3,EB
KPOG2401,12-Aug-19,05-Dec-19,18,01-Jan-20,17,3,EB
KPOG6259,12-Aug-19,05-Dec-19,18,01-Jan-20,17,2,EB
KPOF8407,12-Aug-19,05-Dec-19,19,01-Jan-20,17,4,EB
KPOF8454,12-Aug-19,05-Dec-19,19,01-Jan-20,17,4,EB
KPOG2198,14-Aug-19,05-Dec-19,19,01-Jan-20,17,3,EB
KPOG2420,12-Aug-19,05-Dec-19,21,01-Jan-20,17,3,EB
KPOF8453,12-Aug-19,05-Dec-19,22,01-Jan-20,17,4,EB
KPOG6656,12-Aug-19,06-Dec-19,7,01-Jan-20,17,2,EB
KPOG6534,12-Aug-19,06-Dec-19,10,01-Jan-20,17,2,EB
KPOF3571,12-Aug-19,06-Dec-19,12,01-Jan-20,17,5,EB
KPOG2337,12-Aug-19,06-Dec-19,12,01-Jan-20,17,3,EB
KPOG2559,12-Aug-19,06-Dec-19,15,01-Jan-20,17,3,EB
KPOG6238,12-Aug-19,06-Dec-19,15,01-Jan-20,17,2,EB
KPOG6551,13-Aug-19,06-Dec-19,15,01-Jan-20,17,2,EB
KPOG6654,12-Aug-19,06-Dec-19,15,01-Jan-20,17,2,EB
KPOG6282,13-Aug-19,06-Dec-19,16,01-Jan-20,17,2,EB
KPOG2655,15-Aug-19,06-Dec-19,17,01-Jan-20,17,3,EB
KPOG6384,12-Aug-19,06-Dec-19,17,01-Jan-20,17,2,EB
KPOG6583,12-Aug-19,06-Dec-19,19,01-Jan-20,17,2,EB
KPOF8117,12-Aug-19,06-Dec-19,23,01-Jan-20,17,4,EB
PHWP2767,16-Aug-19,07-Dec-19,5,01-Jan-20,17,1,EB
KPOG6591,12-Aug-19,07-Dec-19,10,01-Jan-20,17,2,EB
PHWP2743,14-Aug-19,07-Dec-19,11,01-Jan-20,17,1,EB
KPOF8121,15-Aug-19,07-Dec-19,13,01-Jan-20,17,4,EB
KPOG2388,13-Aug-19,07-Dec-19,13,01-Jan-20,17,3,EB
PHWP2744,12-Aug-19,07-Dec-19,13,01-Jan-20,17,1,EB
KPOG2375,12-Aug-19,07-Dec-19,14,01-Jan-20,17,3,EB
KPOG2382,13-Aug-19,07-Dec-19,14,01-Jan-20,17,3,EB
KPOF7971,12-Aug-19,07-Dec-19,15,01-Jan-20,17,4,EB
KPOG6421,15-Aug-19,07-Dec-19,16,01-Jan-20,17,2,EB
KPOG6677,15-Aug-19,07-Dec-19,18,01-Jan-20,17,2,EB
KPOG6650,12-Aug-19,07-Dec-19,19,01-Jan-20,17,2,EB
KPOG2105,14-Aug-19,08-Dec-19,11,01-Jan-20,17,3,EB
KPOG6368,14-Aug-19,08-Dec-19,14,01-Jan-20,17,2,EB
KPOG6432,12-Aug-19,08-Dec-19,14,01-Jan-20,17,2,EB
PHWP2749,16-Aug-19,08-Dec-19,15,01-Jan-20,16,1,EB
KPOG6360,15-Aug-19,08-Dec-19,18,01-Jan-20,17,2,EB
