,pigID,weight,backFat,farm,dayInseminated,birthingDate,aliveBooelan,sowNumber,sowParity,initialAge,growth_constant,earning,liveWeight
11428,11429.0,92.41818278258013,11.873980739672133,3.0,169.0,283.0,1.0,64.0,1.0,0.0,0.018819924442430056,13862.72741738702,122.57053419440335
10309,10310.0,92.41754613400143,11.873906082161147,2.0,155.0,271.0,1.0,40.0,3.0,0.0,0.018819847507183417,13862.631920100213,122.56968983289313
1874,1875.0,92.41730425799868,11.873877718223904,1.0,29.0,145.0,1.0,8.0,2.0,39.0,0.018819818277893228,13862.595638699802,122.56936904243857
6037,6038.0,92.4167707331422,11.873815153664482,3.0,85.0,198.0,1.0,62.0,0.0,0.0,0.018819753804568826,13862.51560997133,122.56866144979072
5286,5287.0,92.41621154047611,11.873749579132456,3.0,71.0,185.0,1.0,77.0,5.0,0.0,0.018819686229458867,13862.431731071418,122.56791981495505
618,619.0,92.41589454891017,11.873712406660692,3.0,1.0,115.0,1.0,62.0,0.0,69.0,0.018819647922920207,13862.384182336526,122.56749940173763
4495,4496.0,92.41496703419554,11.873603640314053,3.0,57.0,170.0,1.0,90.0,9.0,14.0,0.01881953583833616,13862.245055129331,122.5662692761214
2908,2909.0,92.41409215678331,11.873501046556367,1.0,43.0,155.0,1.0,21.0,6.0,29.0,0.018819430114699113,13862.113823517497,122.56510896125108
7418,7419.0,92.41287777464332,11.873358640288622,1.0,113.0,227.0,1.0,19.0,6.0,0.0,0.0188192833640442,13861.931666196499,122.56349837485851
4717,4718.0,92.41203564733469,11.873259887018923,1.0,71.0,186.0,1.0,22.0,7.0,0.0,0.018819181598158524,13861.805347100204,122.56238149513884
7745,7746.0,92.41196634437178,11.87325176010733,2.0,113.0,230.0,1.0,51.0,6.0,0.0,0.01881917322332516,13861.794951655767,122.56228958139492
5333,5334.0,92.41124354199401,11.873166999647221,3.0,71.0,186.0,1.0,82.0,7.0,0.0,0.01881908587715576,13861.686531299101,122.56133095755175
2527,2528.0,92.41095768781554,11.873133478545967,3.0,29.0,144.0,1.0,73.0,4.0,40.0,0.018819051333465366,13861.64365317233,122.56095184060416
9542,9543.0,92.41043694284868,11.873072412638674,2.0,141.0,259.0,1.0,52.0,7.0,0.0,0.018818988404703644,13861.5655414273,122.56026119741203
8694,8695.0,92.40978121776465,11.872995518093862,2.0,127.0,241.0,1.0,56.0,8.0,0.0,0.018818909164463715,13861.467182664697,122.55939153549689
3296,3297.0,92.40977470188655,11.872994754000048,2.0,43.0,155.0,1.0,60.0,9.0,29.0,0.018818908377061072,13861.466205282983,122.55938289374873
9168,9169.0,92.40584089806448,11.872533450838636,1.0,141.0,258.0,1.0,13.0,4.0,0.0,0.018818433002200263,13860.876134709672,122.55416564730037
8435,8436.0,92.40317460409591,11.872220784042682,1.0,127.0,243.0,1.0,29.0,9.0,0.0,0.018818110798243925,13860.476190614387,122.55062944840306
3894,3895.0,92.39803572494846,11.871618165990522,1.0,57.0,175.0,1.0,30.0,9.0,9.0,0.018817489799893426,13859.705358742269,122.54381395881758
8914,8915.0,92.39608568514346,11.871389491768927,3.0,127.0,244.0,1.0,78.0,5.0,0.0,0.018817254151329933,13859.412852771518,122.54122769912925
7205,7206.0,92.39516757366934,11.871281828106808,3.0,99.0,214.0,1.0,88.0,9.0,0.0,0.018817143204105102,13859.2751360504,122.5400100446543
4805,4806.0,92.39441708499774,11.871193820973643,2.0,71.0,187.0,1.0,31.0,0.0,0.0,0.0188170525129361,13859.162562749661,122.53901470158851
8179,8180.0,92.3937989982449,11.871121340141856,1.0,127.0,241.0,1.0,3.0,0.0,0.0,0.018816977821612523,13859.069849736736,122.53819495788449
1608,1609.0,92.39158812334941,11.87086207871833,3.0,15.0,127.0,1.0,72.0,3.0,57.0,0.01881671065351318,13858.73821850241,122.53526276306287
5767,5768.0,92.38965445159721,11.87063532391998,2.0,85.0,201.0,1.0,36.0,1.0,0.0,0.01881647698361733,13858.448167739582,122.5326982116674
9454,9455.0,92.38945991202627,11.870612510957477,2.0,141.0,254.0,1.0,43.0,4.0,0.0,0.01881645347496409,13858.41898680394,122.53244020162636
7135,7136.0,92.38932671510345,11.870596891428805,3.0,99.0,216.0,1.0,81.0,6.0,0.0,0.018816437379112656,13858.399007265518,122.53226354788256
2814,2815.0,92.38914815488745,11.870575952308332,1.0,43.0,158.0,1.0,12.0,3.0,26.0,0.01881641580144826,13858.372223233118,122.53202673061996
827,828.0,92.38691437715303,11.870314005150469,3.0,1.0,116.0,1.0,83.0,7.0,68.0,0.018816145866295562,13858.037156572955,122.5290641606804
9122,9123.0,92.38675727633873,11.870295582497594,1.0,141.0,256.0,1.0,8.0,2.0,0.0,0.018816126881860358,13858.013591450808,122.52885580416277
11095,11096.0,92.38613346137748,11.870222429939211,1.0,169.0,283.0,1.0,30.0,9.0,0.0,0.018816051498593826,13857.920019206622,122.52802846336536
3621,3622.0,92.38582727144549,11.870186524136582,1.0,57.0,170.0,1.0,3.0,0.0,14.0,0.018816014497890596,13857.874090716823,122.5276223759224
7123,7124.0,92.3839850124905,11.869970488991331,3.0,99.0,216.0,1.0,80.0,6.0,0.0,0.018815791875146842,13857.597751873574,122.52517906165848
9132,9133.0,92.38348695517115,11.869912083583648,1.0,141.0,253.0,1.0,9.0,2.0,0.0,0.018815731688805345,13857.523043275673,122.52451850818454
467,468.0,92.3822040296627,11.869761639479247,2.0,1.0,119.0,1.0,47.0,5.0,65.0,0.018815576657330493,13857.330604449406,122.52281701546778
4407,4408.0,92.38084565450814,11.869602347663607,3.0,57.0,172.0,1.0,81.0,6.0,12.0,0.018815412508459077,13857.12684817622,122.52101545690734
9163,9164.0,92.37985563192949,11.869486251242419,1.0,141.0,255.0,1.0,12.0,3.0,0.0,0.018815292872142297,13856.978344789422,122.51970242961471
7107,7108.0,92.37960241006287,11.869456556816134,3.0,99.0,214.0,1.0,78.0,5.0,0.0,0.018815262272312193,13856.94036150943,122.51936659159531
10763,10764.0,92.37681138745947,11.869129263537477,3.0,155.0,271.0,1.0,86.0,8.0,0.0,0.018814924999870863,13856.52170811892,122.5156649701054
8230,8231.0,92.37621068791232,11.869058821641365,1.0,127.0,243.0,1.0,8.0,2.0,0.0,0.018814852410260454,13856.431603186847,122.51486828635586
2485,2486.0,92.37573591810666,11.869003147077457,3.0,29.0,142.0,1.0,69.0,2.0,42.0,0.01881479503824011,13856.360387715999,122.5142386181786
1359,1360.0,92.37281939547549,11.868661136857593,2.0,15.0,130.0,1.0,46.0,5.0,54.0,0.018814442600780263,13855.922909321323,122.5103705510285
5773,5774.0,92.3686227888627,11.868169015749055,2.0,85.0,201.0,1.0,37.0,2.0,0.0,0.018813935476670943,13855.293418329404,122.50480475976484
1434,1435.0,92.36861765717751,11.868168413974614,2.0,15.0,128.0,1.0,54.0,7.0,56.0,0.018813934856551168,13855.292648576626,122.50479795381632
8546,8547.0,92.36830653962656,11.868131930327662,2.0,127.0,243.0,1.0,40.0,3.0,0.0,0.018813897260688404,13855.245980943984,122.50438533106971
9864,9865.0,92.3674576246514,11.868032381092487,3.0,141.0,252.0,1.0,83.0,7.0,0.0,0.018813794676689963,13855.11864369771,122.50325944913978
3636,3637.0,92.36661626626238,11.867933717991253,1.0,57.0,174.0,1.0,5.0,1.0,10.0,0.018813693005878936,13854.992439939357,122.5021435892074
1292,1293.0,92.36648436731551,11.867918250671597,2.0,15.0,129.0,1.0,40.0,3.0,55.0,0.01881367706704708,13854.972655097326,122.50196865691711
12244,12245.0,92.36620186828927,11.867885123017093,2.0,183.0,299.0,1.0,55.0,8.0,0.0,0.01881364292951865,13854.93028024339,122.50159398977355
11753,11754.0,92.36599880967314,11.867861311056506,1.0,183.0,298.0,1.0,7.0,2.0,0.0,0.018813618391669455,13854.899821450972,122.50132468126412
6351,6352.0,92.36540269760937,11.867791407118228,1.0,99.0,211.0,1.0,3.0,0.0,0.0,0.018813546356778683,13854.810404641405,122.50053408171003
8193,8194.0,92.36532244847827,11.867781996588484,1.0,127.0,241.0,1.0,5.0,1.0,0.0,0.01881353665937975,13854.79836727174,122.50042765050168
11425,11426.0,92.36484730267075,11.867726277932176,3.0,169.0,283.0,1.0,64.0,1.0,0.0,0.018813479242211554,13854.727095400613,122.49979748364821
1634,1635.0,92.36445920868245,11.867680767532619,3.0,15.0,130.0,1.0,74.0,4.0,54.0,0.018813432344495066,13854.668881302367,122.49928277013588
9106,9107.0,92.36355984116719,11.867575301907786,1.0,141.0,254.0,1.0,7.0,2.0,0.0,0.018813323663939535,13854.533976175078,122.4980899750228
9566,9567.0,92.36129865677172,11.86731014086841,2.0,141.0,256.0,1.0,54.0,7.0,0.0,0.018813050420139477,13854.194798515759,122.49509105672642
9852,9853.0,92.36064280941746,11.8672332319854,3.0,141.0,256.0,1.0,82.0,7.0,0.0,0.01881297116693771,13854.096421412618,122.49422123264914
6213,6214.0,92.36060159364793,11.867228398758925,3.0,85.0,201.0,1.0,79.0,6.0,0.0,0.018812966186386743,13854.09023904719,122.49416656982484
519,520.0,92.35828118393502,11.866956292577543,2.0,1.0,115.0,1.0,52.0,7.0,69.0,0.018812685786124814,13853.742177590253,122.4910891033621
5292,5293.0,92.35792428993064,11.866914440888959,3.0,71.0,188.0,1.0,78.0,5.0,0.0,0.01881264265877957,13853.688643489595,122.49061576913877
907,908.0,92.35567088122212,11.866650191676694,1.0,15.0,128.0,1.0,1.0,0.0,56.0,0.018812370355305842,13853.35063218332,122.48762716342458
80,81.0,92.35562794166535,11.866645156307825,1.0,1.0,117.0,1.0,9.0,2.0,67.0,0.018812365166462706,13853.344191249802,122.48757021441027
11946,11947.0,92.35535658582891,11.866613335375499,1.0,183.0,298.0,1.0,25.0,8.0,0.0,0.018812332375654554,13853.303487874336,122.48721032603305
11891,11892.0,92.35210383648979,11.866231897047282,1.0,183.0,299.0,1.0,20.0,6.0,0.0,0.01881193931171737,13852.815575473469,122.48289633486709
2980,2981.0,92.35051594043541,11.86604569013331,1.0,43.0,158.0,1.0,28.0,9.0,26.0,0.018811747429737388,13852.577391065312,122.48079037193025
11151,11152.0,92.3504923450713,11.866042923189012,2.0,169.0,285.0,1.0,36.0,1.0,0.0,0.018811744578465416,13852.573851760695,122.4807590783439
10571,10572.0,92.35028986180954,11.866019178698181,3.0,155.0,270.0,1.0,66.0,1.0,0.0,0.018811720110319185,13852.543479271431,122.4804905329039
609,610.0,92.34725194773085,11.865662933335681,3.0,1.0,115.0,1.0,61.0,0.0,69.0,0.018811353008020254,13852.087792159627,122.47646146913907
4554,4555.0,92.34686965192708,11.865618102868567,1.0,71.0,187.0,1.0,6.0,1.0,0.0,0.018811306811335547,13852.030447789062,122.47595444552663
11207,11208.0,92.34607045965173,11.86552438443728,2.0,169.0,282.0,1.0,41.0,3.0,0.0,0.018811210236842055,13851.910568947758,122.47489450882192
5001,5002.0,92.34504700268486,11.865404367284484,2.0,71.0,187.0,1.0,50.0,6.0,0.0,0.018811086562226877,13851.75705040273,122.47353713883935
3331,3332.0,92.3449969566721,11.865398498566838,3.0,43.0,155.0,1.0,64.0,1.0,29.0,0.018811080514664492,13851.749543500815,122.47347076481711
450,451.0,92.34443331559385,11.865332402385365,2.0,1.0,116.0,1.0,46.0,5.0,68.0,0.018811012404261317,13851.664997339078,122.47272323023056
287,288.0,92.34411179478084,11.86529469878493,1.0,1.0,116.0,1.0,30.0,9.0,68.0,0.018810973551685397,13851.616769217126,122.47229681005417
2825,2826.0,92.34396781144926,11.865277814372526,1.0,43.0,162.0,1.0,13.0,4.0,22.0,0.01881095615274106,13851.595171717388,122.47210585072845
10531,10532.0,92.34310397099001,11.865176514879,3.0,155.0,270.0,1.0,62.0,0.0,0.0,0.018810851766292633,13851.465595648502,122.47096017372681
6348,6349.0,92.34255400782207,11.865112022657348,1.0,99.0,212.0,1.0,2.0,0.0,0.0,0.01881078530878561,13851.383101173311,122.47023077960488
8769,8770.0,92.3423793833996,11.865091545073362,3.0,127.0,243.0,1.0,63.0,0.0,0.0,0.018810764207187275,13851.35690750994,122.46999918222758
321,322.0,92.33887137190709,11.864680173061702,2.0,1.0,114.0,1.0,33.0,0.0,70.0,0.018810340299772632,13850.830705786064,122.46534664709162
1866,1867.0,92.33833387646447,11.864617142885786,1.0,29.0,143.0,1.0,7.0,2.0,41.0,0.01881027534898942,13850.75008146967,122.46463378841442
12041,12042.0,92.33749711967714,11.864519019397989,2.0,183.0,299.0,1.0,36.0,1.0,0.0,0.018810174235589325,13850.62456795157,122.46352403140203
7533,7534.0,92.33729495519296,11.864495312289069,2.0,113.0,229.0,1.0,31.0,0.0,0.0,0.018810149806108904,13850.594243278943,122.46325590874397
9371,9372.0,92.33663675807,11.864418127857057,2.0,141.0,259.0,1.0,34.0,1.0,0.0,0.01881007026983104,13850.4955137105,122.4623829682626
4947,4948.0,92.3356113971706,11.864297887436875,2.0,71.0,187.0,1.0,45.0,4.0,0.0,0.01880994636567617,13850.341709575589,122.46102307317055
6294,6295.0,92.33525387976384,11.864255962644116,3.0,85.0,200.0,1.0,87.0,8.0,0.0,0.018809903163445357,13850.288081964576,122.46054891215364
8427,8428.0,92.33464543601745,11.864184612613343,1.0,127.0,243.0,1.0,28.0,9.0,0.0,0.01880982963941292,13850.196815402618,122.45974195758282
6402,6403.0,92.3341962985886,11.864131943866958,1.0,99.0,214.0,1.0,8.0,2.0,0.0,0.01880977536588777,13850.129444788288,122.45914628460027
10798,10799.0,92.33358750242122,11.864060552509033,3.0,155.0,270.0,1.0,90.0,9.0,0.0,0.018809701799304225,13850.038125363184,122.45833886262761
2400,2401.0,92.3323312308957,11.863913234022263,3.0,29.0,142.0,1.0,61.0,0.0,42.0,0.01880954999222979,13849.849684634355,122.45667272002082
3751,3752.0,92.33216915769646,11.863894228275518,1.0,57.0,169.0,1.0,16.0,5.0,15.0,0.018809530407410888,13849.825373654468,122.45645776882819
7013,7014.0,92.33134366327896,11.863797425485712,3.0,99.0,211.0,1.0,68.0,2.0,0.0,0.018809430655230178,13849.701549491843,122.45536294864583
8671,8672.0,92.33030488509017,11.863675611667798,2.0,127.0,242.0,1.0,53.0,7.0,0.0,0.01880930513003739,13849.545732763525,122.45398525874027
4055,4056.0,92.3302672059536,11.863671193169672,2.0,57.0,171.0,1.0,46.0,5.0,13.0,0.01880930057691933,13849.54008089304,122.45393528641061
7681,7682.0,92.33005948221778,11.863646834147113,2.0,113.0,229.0,1.0,45.0,4.0,0.0,0.018809275475743282,13849.508922332667,122.45365979073975
12146,12147.0,92.32990856511796,11.863629136636408,2.0,183.0,298.0,1.0,46.0,5.0,0.0,0.0188092572390388,13849.486284767694,122.45345963543495
6472,6473.0,92.3290888484812,11.863533011386371,1.0,99.0,212.0,1.0,15.0,4.0,0.0,0.018809158185142314,13849.363327272182,122.45237247809179
6195,6196.0,92.32779691307303,11.863381510723123,3.0,85.0,200.0,1.0,77.0,5.0,0.0,0.018809002068785274,13849.169536960955,122.45065903590587
9179,9180.0,92.3267507725668,11.863258833552466,1.0,141.0,258.0,1.0,14.0,4.0,0.0,0.018808875654138288,13849.01261588502,122.44927158165358
6933,6934.0,92.3254592184346,11.863107377600095,2.0,99.0,212.0,1.0,60.0,9.0,0.0,0.018808719584019043,13848.81888276519,122.44755864513873
170,171.0,92.32499928769678,11.863053443160814,1.0,1.0,115.0,1.0,18.0,5.0,69.0,0.018808664006467204,13848.749893154518,122.4469486574228
12052,12053.0,92.32107706088745,11.862593497594446,2.0,183.0,299.0,1.0,37.0,2.0,0.0,0.018808190049128263,13848.161559133117,122.44174676510272
1574,1575.0,92.32060919818278,11.862538633001668,3.0,15.0,130.0,1.0,68.0,2.0,54.0,0.0188081335131975,13848.091379727417,122.44112625753685
7177,7178.0,92.31960815300287,11.862421243999293,3.0,99.0,217.0,1.0,85.0,8.0,0.0,0.01880801254821841,13847.94122295043,122.43979861140966
3007,3008.0,92.3139373699992,11.861756251476635,2.0,43.0,159.0,1.0,31.0,0.0,25.0,0.0188073272993073,13847.09060549988,122.43227767904402
12314,12315.0,92.3136817521811,11.861726276085657,3.0,183.0,296.0,1.0,63.0,0.0,0.0,0.018807296410874693,13847.052262827165,122.43193866337016
5935,5936.0,92.3134739148185,11.861701903738492,2.0,85.0,198.0,1.0,52.0,7.0,0.0,0.018807271296155583,13847.021087222774,122.43166301700067
8688,8689.0,92.3125279204041,11.861590970343288,2.0,127.0,243.0,1.0,55.0,8.0,0.0,0.018807156983803076,13846.879188060613,122.4304083824988
7492,7493.0,92.31167191294824,11.861490589398167,1.0,113.0,226.0,1.0,27.0,8.0,0.0,0.018807053545362995,13846.750786942237,122.4292730940958
10141,10142.0,92.31131944901804,11.861449257208603,1.0,155.0,269.0,1.0,22.0,7.0,0.0,0.018807010954251184,13846.697917352707,122.42880563530244
5715,5716.0,92.3110930163038,11.861422704250792,2.0,85.0,203.0,1.0,31.0,0.0,0.0,0.01880698359252996,13846.66395244557,122.42850532666286
10120,10121.0,92.31103468279068,11.861415863687501,1.0,155.0,270.0,1.0,20.0,6.0,0.0,0.018806976543613782,13846.655202418602,122.42842796126085
1463,1464.0,92.31102742370372,11.861415012440231,2.0,15.0,129.0,1.0,57.0,8.0,55.0,0.018806975666438863,13846.654113555558,122.42841833382457
10180,10181.0,92.31089140601442,11.861399062130323,1.0,155.0,271.0,1.0,26.0,8.0,0.0,0.018806959230308163,13846.633710902162,122.42823793901117
6858,6859.0,92.30698509417762,11.860940982856093,2.0,99.0,210.0,1.0,53.0,7.0,0.0,0.01880648719910255,13846.047764126643,122.42305715408173
12482,12483.0,92.30370254823869,11.860556050386757,3.0,183.0,298.0,1.0,79.0,6.0,0.0,0.01880609054320444,13845.555382235803,122.41870364487889
9772,9773.0,92.30213794729005,11.860372575206855,3.0,141.0,257.0,1.0,74.0,4.0,0.0,0.01880590148034427,13845.320692093508,122.41662857730776
2931,2932.0,92.29909672071688,11.860015941399926,1.0,43.0,159.0,1.0,24.0,7.0,25.0,0.01880553398574104,13844.864508107532,122.41259512031417
634,635.0,92.29845224224387,11.859940365705127,3.0,1.0,117.0,1.0,64.0,1.0,67.0,0.01880545610855534,13844.76783633658,122.41174037432874
10021,10022.0,92.29705288157747,11.85977626766451,1.0,155.0,268.0,1.0,10.0,3.0,0.0,0.018805287013348042,13844.557932236621,122.40988445832555
1020,1021.0,92.29688593901876,11.859756690905327,1.0,15.0,129.0,1.0,12.0,3.0,55.0,0.018805266840438064,13844.532890852815,122.40966304909651
4839,4840.0,92.29654594697526,11.859716821249487,2.0,71.0,188.0,1.0,34.0,1.0,0.0,0.018805225756677466,13844.48189204629,122.40921213126691
5827,5828.0,92.29493248970292,11.859527616862538,2.0,85.0,200.0,1.0,41.0,3.0,0.0,0.01880503079075153,13844.239873455437,122.4070722675105
8967,8968.0,92.29357982153533,11.859368994284932,3.0,127.0,241.0,1.0,83.0,7.0,0.0,0.018804867338001467,13844.0369732303,122.40527827789832
7579,7580.0,92.29311853469258,11.859314900820056,2.0,113.0,229.0,1.0,35.0,1.0,0.0,0.01880481159737379,13843.967780203888,122.40466649163473
7024,7025.0,92.29290846124364,11.859290266255012,3.0,99.0,215.0,1.0,69.0,2.0,0.0,0.018804786212682365,13843.936269186546,122.40438787963348
742,743.0,92.29052457841841,11.859010716807848,3.0,1.0,117.0,1.0,74.0,4.0,67.0,0.018804498151076054,13843.578686762761,122.40122623132416
3246,3247.0,92.28959010341079,11.858901134252445,2.0,43.0,157.0,1.0,55.0,8.0,27.0,0.018804385231862397,13843.438515511618,122.39998687455012
7764,7765.0,92.28927093830245,11.858863706897104,2.0,113.0,227.0,1.0,53.0,7.0,0.0,0.018804346664899375,13843.390640745367,122.39956357865047
7673,7674.0,92.2883973568566,11.858761265112777,2.0,113.0,230.0,1.0,44.0,4.0,0.0,0.018804241103941865,13843.259603528491,122.39840498256844
789,790.0,92.28701435662396,11.85859908560195,3.0,1.0,117.0,1.0,79.0,6.0,67.0,0.018804073986431885,13843.052153493594,122.39657076475326
5601,5602.0,92.28673330485613,11.858566127662286,1.0,85.0,198.0,1.0,20.0,6.0,0.0,0.018804040025010012,13843.009995728418,122.39619801705057
759,760.0,92.28618645878304,11.858502000971244,3.0,1.0,114.0,1.0,76.0,5.0,70.0,0.018803973945842684,13842.927968817456,122.39547275700669
7873,7874.0,92.28513033093807,11.85837815262095,3.0,113.0,230.0,1.0,64.0,1.0,0.0,0.018803846326705724,13842.76954964071,122.39407205694704
5081,5082.0,92.28482507856887,11.85834235676297,2.0,71.0,186.0,1.0,58.0,9.0,0.0,0.018803809440989284,13842.723761785332,122.39366721295606
12590,12591.0,92.2845636601058,11.858311701151017,3.0,183.0,296.0,1.0,90.0,9.0,0.0,0.018803777852025305,13842.68454901587,122.3933205041191
11258,11259.0,92.2828496304653,11.858110703000706,2.0,169.0,286.0,1.0,47.0,5.0,0.0,0.018803570734301642,13842.427444569794,122.39104725525901
3226,3227.0,92.2821958136794,11.858034032235217,2.0,43.0,155.0,1.0,53.0,7.0,29.0,0.018803491729265476,13842.329372051909,122.39018012424323
4605,4606.0,92.28216204627334,11.858030072451793,1.0,71.0,184.0,1.0,11.0,3.0,0.0,0.018803487648925556,13842.324306941002,122.39013533988506
3705,3706.0,92.28180540748681,11.8579882506917,1.0,57.0,171.0,1.0,11.0,3.0,13.0,0.018803444553896268,13842.270811123022,122.38966234414697
10871,10872.0,92.28037591070992,11.857820618696756,1.0,169.0,283.0,1.0,7.0,2.0,0.0,0.01880327181839028,13842.056386606488,122.38776645982747
4564,4565.0,92.27796869165213,11.857538332692727,1.0,71.0,184.0,1.0,7.0,2.0,0.0,0.01880298093851019,13841.69530374782,122.3845738616076
2858,2859.0,92.27695481938218,11.857419439503195,1.0,43.0,155.0,1.0,16.0,5.0,29.0,0.01880285842584495,13841.543222907327,122.38322920342465
6466,6467.0,92.2763504402087,11.85734856611041,1.0,99.0,213.0,1.0,14.0,4.0,0.0,0.01880278539487326,13841.452566031305,122.38242763953409
1563,1564.0,92.27560140517554,11.857260729440247,3.0,15.0,131.0,1.0,67.0,2.0,53.0,0.018802694884242764,13841.34021077633,122.38143422437074
9246,9247.0,92.27447679726842,11.857128850677004,1.0,141.0,257.0,1.0,21.0,6.0,0.0,0.018802558990827393,13841.171519590263,122.37994270194751
2918,2919.0,92.27420998720534,11.857097562811322,1.0,43.0,158.0,1.0,22.0,7.0,26.0,0.018802526750506622,13841.1314980808,122.37958884244739
10162,10163.0,92.27335763683485,11.856997610719574,1.0,155.0,269.0,1.0,24.0,7.0,0.0,0.018802423755730893,13841.003645525227,122.37845840429024
6118,6119.0,92.27310624721595,11.856968131154455,3.0,85.0,198.0,1.0,70.0,3.0,0.0,0.018802393378773187,13840.965937082392,122.37812499630762
7074,7075.0,92.2721198156992,11.856852455844303,3.0,99.0,214.0,1.0,74.0,4.0,0.0,0.01880227418220306,13840.81797235488,122.37681673169655
1789,1790.0,92.26926712633603,11.856517931124394,3.0,15.0,129.0,1.0,90.0,9.0,55.0,0.01880192947454097,13840.390068950404,122.3730333240531
4261,4262.0,92.26911037554206,11.856499549517155,3.0,57.0,173.0,1.0,66.0,1.0,11.0,0.018801910533409544,13840.366556331308,122.3728254317534
7780,7781.0,92.26901275877562,11.856488102346681,2.0,113.0,228.0,1.0,54.0,7.0,0.0,0.01880189873779529,13840.351913816343,122.37269596654592
8690,8691.0,92.26718592049954,11.856273875529517,2.0,127.0,243.0,1.0,55.0,8.0,0.0,0.018801677990158038,13840.077888074931,122.3702731041108
3947,3948.0,92.26609370112763,11.856145794854424,2.0,57.0,172.0,1.0,35.0,1.0,12.0,0.018801546010937358,13839.914055169145,122.36882453730455
9373,9374.0,92.26187654771493,11.855651264295853,2.0,141.0,259.0,1.0,34.0,1.0,0.0,0.018801036428347434,13839.28148215724,122.36323149564315
8894,8895.0,92.26157205111542,11.85561555706429,3.0,127.0,244.0,1.0,76.0,5.0,0.0,0.018800999634330774,13839.235807667314,122.36282765399923
5500,5501.0,92.26114208632849,11.855565136625327,1.0,85.0,197.0,1.0,9.0,2.0,0.0,0.01880094767930392,13839.171312949273,122.36225740892372
3507,3508.0,92.25956357280744,11.855380029967614,3.0,43.0,155.0,1.0,82.0,7.0,29.0,0.018800756938854888,13838.934535921115,122.36016388966503
8616,8617.0,92.25897278890807,11.855310750844197,2.0,127.0,242.0,1.0,48.0,5.0,0.0,0.018800685551228758,13838.84591833621,122.35938035664199
11244,11245.0,92.25729204238544,11.855113655686562,2.0,169.0,283.0,1.0,46.0,5.0,0.0,0.018800482457601353,13838.593806357816,122.35715124984807
1448,1449.0,92.25728143998897,11.855112412381295,2.0,15.0,128.0,1.0,55.0,8.0,56.0,0.018800481176457322,13838.592215998346,122.35713718831428
506,507.0,92.25556402236961,11.854911016934773,2.0,1.0,113.0,1.0,51.0,6.0,71.0,0.018800273651818494,13838.334603355443,122.35485944611355
11562,11563.0,92.25499909507225,11.854844769922968,3.0,169.0,281.0,1.0,78.0,5.0,0.0,0.018800205388704177,13838.249864260837,122.35411020566612
5781,5782.0,92.2542942773359,11.854762118457693,2.0,85.0,201.0,1.0,37.0,2.0,0.0,0.01880012022192133,13838.144141600385,122.3531754341325
53,54.0,92.25303611617113,11.85461457837966,1.0,1.0,117.0,1.0,6.0,1.0,67.0,0.018799968191846626,13837.95541742567,122.35150678537285
10404,10405.0,92.252983170383,11.854608369615688,2.0,155.0,268.0,1.0,49.0,6.0,0.0,0.01879996179413697,13837.94747555745,122.35143656549471
133,134.0,92.25225741950675,11.854523263395661,1.0,1.0,116.0,1.0,14.0,4.0,68.0,0.018799874097971278,13837.838612926013,122.35047403117605
3658,3659.0,92.25206431107726,11.854500618258019,1.0,57.0,171.0,1.0,7.0,2.0,13.0,0.018799850763703264,13837.80964666159,122.35021791920062
8706,8707.0,92.25155769796953,11.854441209543506,2.0,127.0,244.0,1.0,57.0,8.0,0.0,0.018799789547088972,13837.73365469543,122.34954601852722
3031,3032.0,92.25081113531037,11.854353662799836,2.0,43.0,157.0,1.0,34.0,1.0,27.0,0.01879969933618591,13837.621670296556,122.3485558823745
8323,8324.0,92.24942742163933,11.854191399626627,1.0,127.0,241.0,1.0,18.0,5.0,0.0,0.018799532135213855,13837.414113245899,122.34672071835453
8897,8898.0,92.24842592664747,11.85407395787641,3.0,127.0,244.0,1.0,76.0,5.0,0.0,0.018799411119679147,13837.26388899712,122.34539247565978
12269,12270.0,92.24815476829528,11.854042160102354,2.0,183.0,297.0,1.0,58.0,9.0,0.0,0.01879937835429917,13837.223215244292,122.34503284919798
10908,10909.0,92.24448614437588,11.853611953643519,1.0,169.0,284.0,1.0,11.0,3.0,0.0,0.018798935057039508,13836.672921656382,122.34016730023326
2221,2222.0,92.24355681708698,11.853502974742753,2.0,29.0,142.0,1.0,43.0,4.0,42.0,0.01879882276211887,13836.533522563048,122.33893477067238
4253,4254.0,92.241126947641,11.853218032608385,3.0,57.0,171.0,1.0,65.0,1.0,13.0,0.018798529149951903,13836.169042146152,122.33571213214988
3223,3224.0,92.2411100867651,11.85321605539353,2.0,43.0,155.0,1.0,53.0,7.0,29.0,0.01879852711257672,13836.166513014765,122.3356897702455
1319,1320.0,92.2404399430968,11.8531374700327,2.0,15.0,129.0,1.0,42.0,3.0,55.0,0.01879844613612664,13836.06599146452,122.33480098553952
5750,5751.0,92.2404243768435,11.853135644633625,2.0,85.0,198.0,1.0,35.0,1.0,0.0,0.018798444255187067,13836.063656526527,122.33478034064126
9649,9650.0,92.24024323517496,11.853114402795407,3.0,141.0,258.0,1.0,62.0,0.0,0.0,0.018798422367035033,13836.036485276243,122.33454009970153
836,837.0,92.2395198337195,11.853029572083592,3.0,1.0,117.0,1.0,84.0,7.0,67.0,0.01879833495524246,13835.927975057924,122.3335806813256
