,pigID,weight,backFat,farm,dayInseminated,birthingDate,aliveBooelan,sowNumber,sowParity,initialAge,growth_constant,earning,aliveBoolean,liveWeight,deathDate
4034,4035.0,196.72384395870023,24.10553407331446,3.0,1.0,115.0,,253.0,0.0,62.0,1.4426531525703838,11000.0,1.0,260.90695485238757,176.0
12417,12418.0,196.36888454959507,24.063909247827596,1.0,71.0,185.0,,27.0,0.0,0.0,1.439978331848287,11000.0,1.0,260.4361864052985,176.0
17230,17231.0,195.58087733208174,23.97150244843025,3.0,71.0,185.0,,327.0,0.0,0.0,1.4340402499704736,11000.0,1.0,259.39108399480335,176.0
24328,24329.0,191.5645486691972,23.50052189290163,1.0,141.0,254.0,,21.0,0.0,0.0,1.4037749327013294,11000.0,1.0,254.06438815543396,176.0
11220,11221.0,187.1427240874211,22.98199027540217,3.0,36.0,150.0,,327.0,0.0,27.0,1.3704539734101542,11000.0,1.0,248.19989932018714,176.0
19688,19689.0,185.00431846311955,22.73122706516336,1.0,106.0,221.0,,106.0,0.0,0.0,1.3543398726724103,11000.0,1.0,245.3638175903442,176.0
10078,10079.0,179.20935474255012,22.051672312186106,3.0,36.0,152.0,,255.0,0.0,25.0,1.3106715301916303,11000.0,1.0,237.67818931372693,176.0
11880,11881.0,179.02602340699622,22.030173699519537,3.0,36.0,153.0,,368.0,0.0,24.0,1.3092900244679604,11000.0,1.0,237.43504430636102,176.0
35263,35264.0,178.81486797353205,22.005412254004668,3.0,176.0,289.0,,329.0,0.0,0.0,1.307698848365777,11000.0,1.0,237.15499731237674,176.0
16249,16250.0,178.55451682016877,21.97488180165979,3.0,71.0,186.0,,266.0,0.0,0.0,1.3057369545768684,11000.0,1.0,236.80970400552886,176.0
24746,24747.0,178.46041368485754,21.963846662191393,1.0,141.0,253.0,,47.0,0.0,0.0,1.3050278340129728,11000.0,1.0,236.6848987862832,176.0
3615,3616.0,178.24655707943108,21.93876845986248,2.0,1.0,116.0,,226.0,0.0,61.0,1.3034163030461108,11000.0,1.0,236.4012693361155,176.0
34408,34409.0,177.9466039668105,21.903594026823647,3.0,176.0,291.0,,276.0,0.0,0.0,1.3011559860050224,11000.0,1.0,236.00345353688394,176.0
10362,10363.0,177.87665253058145,21.89539107107462,3.0,36.0,152.0,,273.0,0.0,25.0,1.3006288622089874,11000.0,1.0,235.91067974878177,176.0
13937,13938.0,177.66384016513,21.870435323047843,1.0,71.0,186.0,,122.0,0.0,0.0,1.2990252001833404,11000.0,1.0,235.62843523226792,176.0
33163,33164.0,177.58628175854082,21.86134032498186,2.0,176.0,290.0,,198.0,0.0,0.0,1.2984407535457922,11000.0,1.0,235.52557262405944,176.0
14389,14390.0,177.51687274205875,21.85320097686438,2.0,71.0,189.0,,150.0,0.0,0.0,1.2979177171905802,11000.0,1.0,235.43351822554212,176.0
29295,29296.0,177.38025434799,21.837180224447238,3.0,141.0,257.0,,331.0,0.0,0.0,1.2968882200083642,11000.0,1.0,235.25232672147212,176.0
35762,35763.0,177.35129985194322,21.833784833836113,3.0,176.0,291.0,,361.0,0.0,0.0,1.2966700314379613,11000.0,1.0,235.21392553308118,176.0
