,pigID,weight,backFat,farm,dayInseminated,birthingDate,aliveBooelan,sowNumber,sowParity,initialAge,growth_constant,earning,aliveBoolean,liveWeight,deathDate
11802,11803.0,40.646778321252874,5.802932556035592,3.0,36.0,151.0,,363.0,0.0,0.0,0.02222349003771438,5080.847290156609,1.0,53.908194060017074,135.0
5266,5267.0,40.400566392428935,5.774060160186397,3.0,1.0,117.0,,330.0,0.0,19.0,0.022193413876228835,5050.070799053617,1.0,53.58165304035668,135.0
8865,8866.0,40.015470217208474,5.728901303488893,2.0,36.0,153.0,,180.0,0.0,0.0,0.022146249304516682,5001.933777151059,1.0,53.07091540743829,135.0
20940,20941.0,39.958220856588966,5.722187874899892,2.0,106.0,218.0,,184.0,0.0,0.0,0.02213922470164188,4994.777607073621,1.0,52.99498787346017,135.0
15092,15093.0,39.8930980374269,5.714551153874051,2.0,71.0,183.0,,194.0,0.0,0.0,0.022131229874083565,4986.637254678363,1.0,52.90861808677308,135.0
12819,12820.0,39.18561087631014,5.631586654665757,1.0,71.0,185.0,,52.0,0.0,0.0,0.02204408596806378,4898.201359538768,1.0,51.97030620200284,135.0
4181,4182.0,39.10697253632052,5.62236501665679,3.0,1.0,115.0,,262.0,0.0,21.0,0.022034366483460282,4888.371567040065,1.0,51.86601132138,135.0
18256,18257.0,39.09597642303264,5.621075541621332,1.0,106.0,219.0,,17.0,0.0,0.0,0.02203300685357375,4886.99705287908,1.0,51.851427616754165,135.0
19613,19614.0,39.05276208327281,5.616007949933686,1.0,106.0,219.0,,101.0,0.0,0.0,0.02202766226798131,4881.595260409102,1.0,51.79411416879683,135.0
17809,17810.0,38.87460196654879,5.595115747678641,3.0,71.0,185.0,,364.0,0.0,0.0,0.022005606308940107,4859.325245818599,1.0,51.557827541841895,135.0
19726,19727.0,38.858764940221924,5.593258596015163,1.0,106.0,219.0,,108.0,0.0,0.0,0.022003644002089994,4857.345617527741,1.0,51.53682352814579,135.0
8176,8177.0,38.803898208503675,5.58682456983013,2.0,36.0,152.0,,137.0,0.0,0.0,0.021996843503670996,4850.48727606296,1.0,51.46405597944785,135.0
10673,10674.0,38.792715663168885,5.58551323257263,3.0,36.0,153.0,,293.0,0.0,0.0,0.02199545706144966,4849.089457896111,1.0,51.449225017465366,135.0
6939,6940.0,38.78898316096502,5.5850755353349175,1.0,36.0,148.0,,59.0,0.0,0.0,0.021994994264536702,4848.622895120627,1.0,51.44427474929047,135.0
19557,19558.0,38.76222794752003,5.5819380467603255,1.0,106.0,221.0,,98.0,0.0,0.0,0.021991676399736846,4845.278493440004,1.0,51.4087903813263,135.0
6571,6572.0,38.75484308288782,5.581072049990906,1.0,36.0,149.0,,36.0,0.0,0.0,0.021990760474747382,4844.355385360977,1.0,51.39899613115095,135.0
9518,9519.0,38.73704928784651,5.578985435030591,2.0,36.0,151.0,,220.0,0.0,0.0,0.02198855330622925,4842.131160980814,1.0,51.37539693348344,135.0
