,pigID,weight,backFat,farm,dayInseminated,birthingDate,aliveBooelan,sowNumber,sowParity,initialAge,growth_constant,earning,aliveBoolean,liveWeight,deathDate
14888,14889.0,43.2466480001295,6.107810012149924,2.0,71.0,185.0,,181.0,0.0,0.0,0.022371874528825768,5405.831000016187,1.0,57.35629708239986,136.0
9683,9684.0,42.46417050621421,6.0160516637412105,2.0,36.0,150.0,,231.0,0.0,0.0,0.02227867017596463,5308.021313276776,1.0,56.31852852283051,136.0
21417,21418.0,42.289234747666605,5.995537570483863,2.0,106.0,220.0,,214.0,0.0,0.0,0.022257760720664703,5286.1543434583255,1.0,56.086518232979586,136.0
16287,16288.0,42.08126075574133,5.971149201285483,3.0,71.0,186.0,,268.0,0.0,0.0,0.022232867146440502,5260.157594467667,1.0,55.81069065748188,136.0
3713,3714.0,40.86145025649611,5.828106369187788,2.0,1.0,119.0,,233.0,0.0,18.0,0.02208606383859766,5107.681282062014,1.0,54.19290484946434,136.0
10638,10639.0,40.849067017590954,5.826654230872342,3.0,36.0,151.0,,290.0,0.0,0.0,0.02208456631294463,5106.133377198869,1.0,54.17648145569092,136.0
16541,16542.0,40.8355066405195,5.825064053757279,3.0,71.0,184.0,,284.0,0.0,0.0,0.0220829262631285,5104.438330064937,1.0,54.15849687071551,136.0
8280,8281.0,40.71489008300971,5.810919779712457,2.0,36.0,151.0,,143.0,0.0,0.0,0.022068330495611976,5089.361260376214,1.0,53.99852796155134,136.0
12261,12262.0,40.632420594288945,5.801248876538918,1.0,71.0,188.0,,17.0,0.0,0.0,0.022058342690586815,5079.052574286118,1.0,53.88915198181557,136.0
17940,17941.0,40.581311407111755,5.795255484217275,3.0,71.0,183.0,,372.0,0.0,0.0,0.022052149541535043,5072.663925888969,1.0,53.82136791394132,136.0
22190,22191.0,40.512516556131835,5.787188157100484,3.0,106.0,217.0,,262.0,0.0,0.0,0.02204380925456967,5064.064569516479,1.0,53.73012805853028,136.0
14347,14348.0,40.51132897279275,5.787048893432661,2.0,71.0,187.0,,147.0,0.0,0.0,0.02204366523766722,5063.9161215990935,1.0,53.72855301431399,136.0
1816,1817.0,40.45060669034718,5.779928207672188,1.0,1.0,113.0,,114.0,0.0,24.0,0.02203629964470301,5056.3258362933975,1.0,53.648019483219066,136.0
4899,4900.0,40.321335113720686,5.764768990366033,3.0,1.0,115.0,,307.0,0.0,22.0,0.02202060677768302,5040.166889215086,1.0,53.476571768860325,136.0
2881,2882.0,40.28339715539385,5.760320141133769,2.0,1.0,115.0,,181.0,0.0,22.0,0.022015998131369924,5035.424644424231,1.0,53.4262561742624,136.0
17244,17245.0,40.28114381267098,5.760055899659404,3.0,71.0,183.0,,328.0,0.0,0.0,0.02201572435304269,5035.142976583873,1.0,53.42326765606231,136.0
23605,23606.0,40.21054046845533,5.751776496982985,3.0,106.0,221.0,,351.0,0.0,0.0,0.02200714353680124,5026.317558556916,1.0,53.32962926850839,136.0
